lang,n,date
en,421502,2020-10-12
es,76305,2020-10-12
fr,26594,2020-10-12
und,17599,2020-10-12
in,16974,2020-10-12
pt,16115,2020-10-12
it,15527,2020-10-12
de,5652,2020-10-12
nl,5067,2020-10-12
tr,4780,2020-10-12
pl,3905,2020-10-12
tl,3401,2020-10-12
ca,3259,2020-10-12
ru,2991,2020-10-12
ja,2978,2020-10-12
hi,1626,2020-10-12
cs,1524,2020-10-12
ro,993,2020-10-12
el,762,2020-10-12
ar,572,2020-10-12
et,552,2020-10-12
sv,459,2020-10-12
uk,423,2020-10-12
lv,415,2020-10-12
ta,362,2020-10-12
zh,346,2020-10-12
lt,292,2020-10-12
fi,271,2020-10-12
th,251,2020-10-12
sl,244,2020-10-12
da,235,2020-10-12
iw,195,2020-10-12
mr,171,2020-10-12
ml,169,2020-10-12
bn,154,2020-10-12
ur,143,2020-10-12
cy,135,2020-10-12
no,130,2020-10-12
te,119,2020-10-12
vi,118,2020-10-12
ht,117,2020-10-12
gu,108,2020-10-12
kn,107,2020-10-12
hu,105,2020-10-12
ko,100,2020-10-12
bg,82,2020-10-12
fa,75,2020-10-12
or,67,2020-10-12
is,64,2020-10-12
ne,61,2020-10-12
eu,52,2020-10-12
si,39,2020-10-12
my,20,2020-10-12
sr,16,2020-10-12
pa,14,2020-10-12
hy,7,2020-10-12
ka,7,2020-10-12
am,6,2020-10-12
bo,2,2020-10-12
km,2,2020-10-12
lo,2,2020-10-12
ps,2,2020-10-12
ckb,1,2020-10-12
dv,1,2020-10-12
