lang,n,date
en,316280,2021-12-03
es,48542,2021-12-03
fr,22323,2021-12-03
pt,16051,2021-12-03
und,13362,2021-12-03
de,11801,2021-12-03
it,10140,2021-12-03
in,9496,2021-12-03
nl,6415,2021-12-03
ja,3356,2021-12-03
tl,3304,2021-12-03
pl,3299,2021-12-03
ca,2939,2021-12-03
et,2844,2021-12-03
tr,2684,2021-12-03
ru,1670,2021-12-03
hi,1471,2021-12-03
cs,1209,2021-12-03
el,1137,2021-12-03
sv,1056,2021-12-03
ro,552,2021-12-03
ar,529,2021-12-03
th,480,2021-12-03
fi,401,2021-12-03
da,379,2021-12-03
zh,334,2021-12-03
lv,328,2021-12-03
ta,284,2021-12-03
no,246,2021-12-03
uk,239,2021-12-03
sl,217,2021-12-03
vi,176,2021-12-03
ht,175,2021-12-03
mr,154,2021-12-03
fa,140,2021-12-03
ml,134,2021-12-03
kn,130,2021-12-03
hu,129,2021-12-03
te,129,2021-12-03
gu,113,2021-12-03
cy,105,2021-12-03
ko,96,2021-12-03
bn,95,2021-12-03
ur,84,2021-12-03
eu,67,2021-12-03
lt,67,2021-12-03
is,58,2021-12-03
iw,49,2021-12-03
or,49,2021-12-03
bg,38,2021-12-03
ne,28,2021-12-03
si,20,2021-12-03
sr,16,2021-12-03
pa,14,2021-12-03
my,12,2021-12-03
am,4,2021-12-03
hy,4,2021-12-03
ka,4,2021-12-03
bo,1,2021-12-03
ckb,1,2021-12-03
km,1,2021-12-03
lo,1,2021-12-03
