lang,n,date
en,550460,2020-10-19
es,85430,2020-10-19
pt,28879,2020-10-19
fr,21325,2020-10-19
und,19557,2020-10-19
it,19345,2020-10-19
in,17337,2020-10-19
de,10892,2020-10-19
tl,6012,2020-10-19
tr,5338,2020-10-19
nl,5200,2020-10-19
pl,4827,2020-10-19
ca,4652,2020-10-19
ja,3071,2020-10-19
ru,3064,2020-10-19
hi,1889,2020-10-19
cs,1434,2020-10-19
el,1255,2020-10-19
ro,1019,2020-10-19
et,737,2020-10-19
ar,663,2020-10-19
sv,513,2020-10-19
lv,512,2020-10-19
uk,464,2020-10-19
sl,399,2020-10-19
ta,343,2020-10-19
fi,303,2020-10-19
ht,296,2020-10-19
da,259,2020-10-19
th,259,2020-10-19
zh,259,2020-10-19
lt,203,2020-10-19
mr,203,2020-10-19
ml,195,2020-10-19
cy,177,2020-10-19
ne,162,2020-10-19
gu,159,2020-10-19
bn,157,2020-10-19
no,135,2020-10-19
fa,126,2020-10-19
hu,116,2020-10-19
kn,116,2020-10-19
bg,108,2020-10-19
te,107,2020-10-19
ur,105,2020-10-19
eu,102,2020-10-19
ko,94,2020-10-19
iw,92,2020-10-19
vi,91,2020-10-19
or,83,2020-10-19
is,66,2020-10-19
si,46,2020-10-19
sr,35,2020-10-19
my,23,2020-10-19
pa,15,2020-10-19
am,8,2020-10-19
hy,6,2020-10-19
ka,5,2020-10-19
ckb,4,2020-10-19
ps,3,2020-10-19
km,2,2020-10-19
lo,1,2020-10-19
