lang,n,date
en,561865,2020-07-13
es,149188,2020-07-13
pt,41023,2020-07-13
und,30694,2020-07-13
fr,20043,2020-07-13
in,16538,2020-07-13
it,9839,2020-07-13
tl,6957,2020-07-13
ja,6711,2020-07-13
ca,5584,2020-07-13
de,4502,2020-07-13
hi,4366,2020-07-13
tr,3830,2020-07-13
ru,2555,2020-07-13
nl,2202,2020-07-13
th,1500,2020-07-13
ar,1468,2020-07-13
ro,1131,2020-07-13
ta,965,2020-07-13
et,933,2020-07-13
pl,728,2020-07-13
el,708,2020-07-13
sv,699,2020-07-13
mr,571,2020-07-13
zh,433,2020-07-13
kn,426,2020-07-13
lt,370,2020-07-13
bn,347,2020-07-13
ml,320,2020-07-13
te,310,2020-07-13
cs,309,2020-07-13
ur,307,2020-07-13
uk,294,2020-07-13
gu,276,2020-07-13
lv,257,2020-07-13
da,239,2020-07-13
ht,226,2020-07-13
fi,221,2020-07-13
sl,179,2020-07-13
fa,166,2020-07-13
or,150,2020-07-13
cy,147,2020-07-13
no,113,2020-07-13
vi,101,2020-07-13
eu,97,2020-07-13
ko,97,2020-07-13
iw,94,2020-07-13
hu,86,2020-07-13
pa,84,2020-07-13
bg,77,2020-07-13
ne,68,2020-07-13
si,50,2020-07-13
sr,35,2020-07-13
is,19,2020-07-13
hy,13,2020-07-13
ps,12,2020-07-13
km,9,2020-07-13
my,9,2020-07-13
ckb,8,2020-07-13
ka,8,2020-07-13
am,5,2020-07-13
sd,4,2020-07-13
lo,2,2020-07-13
bo,1,2020-07-13
