lang,n,date
en,426279,2020-06-11
es,151709,2020-06-11
pt,43962,2020-06-11
und,23367,2020-06-11
in,22961,2020-06-11
fr,20426,2020-06-11
it,10656,2020-06-11
tl,6621,2020-06-11
hi,5372,2020-06-11
ja,5230,2020-06-11
ca,5173,2020-06-11
tr,4731,2020-06-11
de,3752,2020-06-11
ru,3078,2020-06-11
nl,2193,2020-06-11
ar,1959,2020-06-11
ur,1290,2020-06-11
ta,1008,2020-06-11
ro,879,2020-06-11
et,777,2020-06-11
pl,739,2020-06-11
el,711,2020-06-11
sv,615,2020-06-11
th,568,2020-06-11
mr,430,2020-06-11
zh,403,2020-06-11
lt,398,2020-06-11
uk,398,2020-06-11
ml,367,2020-06-11
da,303,2020-06-11
bn,267,2020-06-11
cs,258,2020-06-11
te,247,2020-06-11
kn,242,2020-06-11
ht,229,2020-06-11
gu,215,2020-06-11
fi,186,2020-06-11
vi,186,2020-06-11
lv,168,2020-06-11
ne,167,2020-06-11
cy,162,2020-06-11
fa,161,2020-06-11
ko,152,2020-06-11
or,115,2020-06-11
no,113,2020-06-11
eu,98,2020-06-11
sl,84,2020-06-11
pa,74,2020-06-11
bg,63,2020-06-11
iw,40,2020-06-11
ps,36,2020-06-11
hu,33,2020-06-11
is,31,2020-06-11
sr,23,2020-06-11
hy,21,2020-06-11
my,21,2020-06-11
am,18,2020-06-11
sd,18,2020-06-11
ckb,14,2020-06-11
si,14,2020-06-11
ka,10,2020-06-11
km,7,2020-06-11
bo,3,2020-06-11
lo,3,2020-06-11
dv,1,2020-06-11
