lang,n,date
en,224172,2021-11-12
es,34957,2021-11-12
de,17027,2021-11-12
fr,16964,2021-11-12
nl,16895,2021-11-12
pt,12672,2021-11-12
und,11103,2021-11-12
it,9464,2021-11-12
in,9009,2021-11-12
tr,3805,2021-11-12
ja,2993,2021-11-12
tl,2345,2021-11-12
ru,2168,2021-11-12
pl,1647,2021-11-12
el,1417,2021-11-12
cs,1405,2021-11-12
ca,1323,2021-11-12
hi,777,2021-11-12
sv,632,2021-11-12
ro,567,2021-11-12
lv,426,2021-11-12
da,385,2021-11-12
th,362,2021-11-12
uk,361,2021-11-12
sl,359,2021-11-12
et,357,2021-11-12
ar,337,2021-11-12
fi,337,2021-11-12
zh,331,2021-11-12
no,192,2021-11-12
vi,163,2021-11-12
is,138,2021-11-12
ht,115,2021-11-12
ta,102,2021-11-12
ml,98,2021-11-12
mr,83,2021-11-12
bn,77,2021-11-12
gu,75,2021-11-12
kn,71,2021-11-12
cy,63,2021-11-12
hu,63,2021-11-12
bg,60,2021-11-12
ko,51,2021-11-12
te,46,2021-11-12
ur,43,2021-11-12
lt,37,2021-11-12
or,34,2021-11-12
iw,30,2021-11-12
eu,26,2021-11-12
fa,24,2021-11-12
sr,17,2021-11-12
pa,14,2021-11-12
my,11,2021-11-12
hy,9,2021-11-12
si,9,2021-11-12
ne,7,2021-11-12
am,3,2021-11-12
ka,3,2021-11-12
km,3,2021-11-12
lo,2,2021-11-12
bo,1,2021-11-12
