lang,n,date
en,709023,2021-07-11
es,55286,2021-07-11
in,40261,2021-07-11
pt,18842,2021-07-11
fr,16003,2021-07-11
und,10277,2021-07-11
it,6485,2021-07-11
de,5767,2021-07-11
nl,4803,2021-07-11
ja,4425,2021-07-11
tl,3665,2021-07-11
tr,2759,2021-07-11
hi,1750,2021-07-11
ca,1616,2021-07-11
th,1368,2021-07-11
pl,1294,2021-07-11
ru,1268,2021-07-11
el,727,2021-07-11
ar,689,2021-07-11
cs,627,2021-07-11
et,566,2021-07-11
sv,393,2021-07-11
ro,376,2021-07-11
zh,329,2021-07-11
lv,294,2021-07-11
vi,276,2021-07-11
ht,262,2021-07-11
fi,252,2021-07-11
ta,227,2021-07-11
bn,201,2021-07-11
mr,182,2021-07-11
my,167,2021-07-11
da,163,2021-07-11
uk,151,2021-07-11
sl,146,2021-07-11
ko,131,2021-07-11
ml,117,2021-07-11
no,110,2021-07-11
ur,110,2021-07-11
kn,103,2021-07-11
hu,90,2021-07-11
or,81,2021-07-11
te,75,2021-07-11
gu,69,2021-07-11
cy,59,2021-07-11
lt,59,2021-07-11
fa,42,2021-07-11
ne,41,2021-07-11
iw,22,2021-07-11
is,21,2021-07-11
eu,20,2021-07-11
si,16,2021-07-11
pa,14,2021-07-11
bg,12,2021-07-11
sr,12,2021-07-11
hy,2,2021-07-11
ps,2,2021-07-11
am,1,2021-07-11
dv,1,2021-07-11
lo,1,2021-07-11
sd,1,2021-07-11
