lang,n,date
en,416158,2021-03-17
pt,100744,2021-03-17
es,84875,2021-03-17
fr,28896,2021-03-17
und,16766,2021-03-17
it,16584,2021-03-17
in,15815,2021-03-17
de,11549,2021-03-17
tl,7812,2021-03-17
pl,7110,2021-03-17
tr,4601,2021-03-17
ja,4408,2021-03-17
nl,4237,2021-03-17
ca,3197,2021-03-17
el,2527,2021-03-17
hi,2465,2021-03-17
ru,1733,2021-03-17
cs,1281,2021-03-17
sv,1076,2021-03-17
ro,1037,2021-03-17
et,797,2021-03-17
ar,603,2021-03-17
ta,493,2021-03-17
mr,399,2021-03-17
uk,385,2021-03-17
lv,380,2021-03-17
fi,373,2021-03-17
ht,345,2021-03-17
da,339,2021-03-17
gu,338,2021-03-17
zh,328,2021-03-17
th,302,2021-03-17
no,298,2021-03-17
ur,241,2021-03-17
sl,238,2021-03-17
hu,203,2021-03-17
cy,158,2021-03-17
kn,146,2021-03-17
vi,133,2021-03-17
te,125,2021-03-17
bn,115,2021-03-17
ml,110,2021-03-17
bg,105,2021-03-17
lt,92,2021-03-17
eu,76,2021-03-17
ko,76,2021-03-17
or,75,2021-03-17
sr,48,2021-03-17
fa,46,2021-03-17
is,45,2021-03-17
iw,42,2021-03-17
pa,40,2021-03-17
ne,22,2021-03-17
si,18,2021-03-17
my,17,2021-03-17
hy,9,2021-03-17
km,7,2021-03-17
am,4,2021-03-17
sd,3,2021-03-17
ckb,2,2021-03-17
ka,2,2021-03-17
lo,2,2021-03-17
bo,1,2021-03-17
ps,1,2021-03-17
