lang,n,date
en,294521,2021-07-01
es,62991,2021-07-01
in,47710,2021-07-01
pt,26349,2021-07-01
fr,17258,2021-07-01
und,11611,2021-07-01
it,6866,2021-07-01
de,5301,2021-07-01
tl,4653,2021-07-01
ja,4441,2021-07-01
tr,3706,2021-07-01
nl,3041,2021-07-01
ca,2481,2021-07-01
ru,2265,2021-07-01
hi,2240,2021-07-01
pl,1898,2021-07-01
el,1587,2021-07-01
cs,823,2021-07-01
th,820,2021-07-01
et,712,2021-07-01
ro,617,2021-07-01
ar,511,2021-07-01
ta,492,2021-07-01
zh,464,2021-07-01
sv,404,2021-07-01
ht,332,2021-07-01
lv,313,2021-07-01
mr,286,2021-07-01
bn,281,2021-07-01
uk,255,2021-07-01
fi,253,2021-07-01
ml,250,2021-07-01
da,237,2021-07-01
vi,211,2021-07-01
ko,169,2021-07-01
sl,168,2021-07-01
kn,163,2021-07-01
te,146,2021-07-01
or,132,2021-07-01
hu,122,2021-07-01
no,115,2021-07-01
gu,106,2021-07-01
cy,104,2021-07-01
ur,75,2021-07-01
lt,67,2021-07-01
fa,64,2021-07-01
eu,61,2021-07-01
bg,50,2021-07-01
ne,49,2021-07-01
iw,37,2021-07-01
is,36,2021-07-01
my,31,2021-07-01
pa,28,2021-07-01
si,17,2021-07-01
sr,12,2021-07-01
ps,8,2021-07-01
hy,6,2021-07-01
km,6,2021-07-01
lo,5,2021-07-01
ka,3,2021-07-01
ckb,2,2021-07-01
am,1,2021-07-01
dv,1,2021-07-01
