lang,n,date
en,67818,2020-02-16
es,16299,2020-02-16
fr,7423,2020-02-16
ja,5606,2020-02-16
und,5002,2020-02-16
pt,3234,2020-02-16
it,3219,2020-02-16
in,2183,2020-02-16
de,1541,2020-02-16
ca,927,2020-02-16
nl,784,2020-02-16
tr,738,2020-02-16
zh,678,2020-02-16
tl,585,2020-02-16
th,482,2020-02-16
lt,453,2020-02-16
ro,330,2020-02-16
hi,316,2020-02-16
ar,315,2020-02-16
pl,229,2020-02-16
ru,211,2020-02-16
vi,207,2020-02-16
fi,149,2020-02-16
da,98,2020-02-16
ta,96,2020-02-16
ko,95,2020-02-16
et,89,2020-02-16
el,83,2020-02-16
sv,75,2020-02-16
cs,68,2020-02-16
ht,49,2020-02-16
ne,41,2020-02-16
uk,36,2020-02-16
sl,35,2020-02-16
ml,34,2020-02-16
te,31,2020-02-16
ur,31,2020-02-16
iw,30,2020-02-16
kn,23,2020-02-16
bn,22,2020-02-16
mr,22,2020-02-16
cy,21,2020-02-16
fa,20,2020-02-16
lv,17,2020-02-16
no,17,2020-02-16
or,15,2020-02-16
gu,14,2020-02-16
si,11,2020-02-16
eu,10,2020-02-16
hu,7,2020-02-16
bg,6,2020-02-16
km,5,2020-02-16
pa,5,2020-02-16
my,3,2020-02-16
sr,3,2020-02-16
is,2,2020-02-16
ps,2,2020-02-16
am,1,2020-02-16
