lang,n,date
en,219593,2021-07-03
es,47205,2021-07-03
in,43841,2021-07-03
pt,18769,2021-07-03
fr,12909,2021-07-03
und,9528,2021-07-03
tr,5465,2021-07-03
it,5174,2021-07-03
de,4196,2021-07-03
ja,3749,2021-07-03
nl,3092,2021-07-03
tl,3074,2021-07-03
hi,1704,2021-07-03
ca,1560,2021-07-03
ru,1317,2021-07-03
pl,1195,2021-07-03
el,906,2021-07-03
th,780,2021-07-03
ar,724,2021-07-03
et,584,2021-07-03
cs,503,2021-07-03
ta,451,2021-07-03
ro,356,2021-07-03
zh,309,2021-07-03
ht,300,2021-07-03
sv,282,2021-07-03
bn,254,2021-07-03
mr,237,2021-07-03
fi,223,2021-07-03
vi,193,2021-07-03
ml,176,2021-07-03
lv,175,2021-07-03
uk,171,2021-07-03
kn,170,2021-07-03
da,146,2021-07-03
ko,116,2021-07-03
ur,114,2021-07-03
hu,97,2021-07-03
sl,95,2021-07-03
or,90,2021-07-03
te,89,2021-07-03
gu,88,2021-07-03
cy,72,2021-07-03
no,57,2021-07-03
fa,49,2021-07-03
lt,45,2021-07-03
ne,40,2021-07-03
iw,37,2021-07-03
my,37,2021-07-03
bg,27,2021-07-03
eu,26,2021-07-03
pa,24,2021-07-03
si,20,2021-07-03
is,17,2021-07-03
sr,6,2021-07-03
km,5,2021-07-03
ka,4,2021-07-03
am,3,2021-07-03
ps,3,2021-07-03
bo,1,2021-07-03
ckb,1,2021-07-03
dv,1,2021-07-03
hy,1,2021-07-03
