lang,n,date
en,556721,2020-05-28
es,175077,2020-05-28
pt,46149,2020-05-28
fr,30889,2020-05-28
und,30714,2020-05-28
in,27827,2020-05-28
it,15007,2020-05-28
tl,9466,2020-05-28
ja,7466,2020-05-28
hi,6723,2020-05-28
tr,6615,2020-05-28
ca,6345,2020-05-28
de,5807,2020-05-28
ru,3856,2020-05-28
nl,3729,2020-05-28
ar,2073,2020-05-28
pl,1211,2020-05-28
ro,1128,2020-05-28
sv,1062,2020-05-28
et,836,2020-05-28
ta,829,2020-05-28
el,804,2020-05-28
th,748,2020-05-28
mr,646,2020-05-28
lt,488,2020-05-28
ur,459,2020-05-28
zh,440,2020-05-28
cs,431,2020-05-28
uk,417,2020-05-28
gu,375,2020-05-28
fi,370,2020-05-28
ml,351,2020-05-28
bn,345,2020-05-28
da,325,2020-05-28
ht,279,2020-05-28
lv,262,2020-05-28
kn,261,2020-05-28
vi,209,2020-05-28
te,196,2020-05-28
cy,179,2020-05-28
eu,176,2020-05-28
ko,157,2020-05-28
sl,156,2020-05-28
fa,144,2020-05-28
or,125,2020-05-28
ne,113,2020-05-28
no,107,2020-05-28
hu,96,2020-05-28
pa,68,2020-05-28
bg,64,2020-05-28
si,44,2020-05-28
ps,42,2020-05-28
iw,39,2020-05-28
is,32,2020-05-28
hy,31,2020-05-28
sr,22,2020-05-28
my,15,2020-05-28
ka,13,2020-05-28
ckb,10,2020-05-28
am,8,2020-05-28
bo,8,2020-05-28
km,7,2020-05-28
sd,3,2020-05-28
lo,2,2020-05-28
dv,1,2020-05-28
