lang,n,date
en,361500,2020-09-04
es,107302,2020-09-04
pt,28170,2020-09-04
fr,23485,2020-09-04
in,22258,2020-09-04
und,17961,2020-09-04
it,13726,2020-09-04
tr,11878,2020-09-04
tl,6585,2020-09-04
ca,4373,2020-09-04
de,4029,2020-09-04
ja,3285,2020-09-04
hi,3242,2020-09-04
nl,2139,2020-09-04
ru,2105,2020-09-04
pl,1476,2020-09-04
el,908,2020-09-04
ar,822,2020-09-04
ro,753,2020-09-04
et,686,2020-09-04
cs,606,2020-09-04
sv,467,2020-09-04
ta,453,2020-09-04
uk,416,2020-09-04
th,414,2020-09-04
mr,337,2020-09-04
zh,248,2020-09-04
bn,234,2020-09-04
da,230,2020-09-04
lv,230,2020-09-04
lt,217,2020-09-04
fi,211,2020-09-04
ml,195,2020-09-04
te,180,2020-09-04
cy,167,2020-09-04
kn,162,2020-09-04
ht,157,2020-09-04
gu,148,2020-09-04
sl,145,2020-09-04
ko,138,2020-09-04
fa,137,2020-09-04
vi,127,2020-09-04
no,123,2020-09-04
ur,117,2020-09-04
hu,116,2020-09-04
eu,104,2020-09-04
ne,91,2020-09-04
iw,80,2020-09-04
or,62,2020-09-04
bg,51,2020-09-04
is,37,2020-09-04
pa,37,2020-09-04
my,25,2020-09-04
si,12,2020-09-04
hy,10,2020-09-04
ckb,8,2020-09-04
sr,7,2020-09-04
am,6,2020-09-04
km,4,2020-09-04
lo,4,2020-09-04
ka,3,2020-09-04
ps,1,2020-09-04
