lang,n,date
en,446675,2021-08-13
es,70365,2021-08-13
pt,30313,2021-08-13
fr,26132,2021-08-13
in,22373,2021-08-13
und,19733,2021-08-13
it,9665,2021-08-13
de,7101,2021-08-13
ja,6847,2021-08-13
tl,6561,2021-08-13
nl,4498,2021-08-13
tr,4451,2021-08-13
ca,1581,2021-08-13
pl,1359,2021-08-13
ru,1330,2021-08-13
hi,1110,2021-08-13
th,1108,2021-08-13
el,946,2021-08-13
sv,848,2021-08-13
ar,595,2021-08-13
cs,543,2021-08-13
et,541,2021-08-13
ro,502,2021-08-13
zh,499,2021-08-13
fi,362,2021-08-13
lv,357,2021-08-13
vi,318,2021-08-13
ta,295,2021-08-13
fa,291,2021-08-13
da,288,2021-08-13
uk,233,2021-08-13
sl,214,2021-08-13
ml,206,2021-08-13
ht,195,2021-08-13
mr,189,2021-08-13
no,164,2021-08-13
bn,139,2021-08-13
kn,137,2021-08-13
ur,128,2021-08-13
te,123,2021-08-13
cy,105,2021-08-13
hu,103,2021-08-13
ko,86,2021-08-13
iw,79,2021-08-13
is,75,2021-08-13
gu,74,2021-08-13
si,71,2021-08-13
or,68,2021-08-13
lt,63,2021-08-13
eu,58,2021-08-13
bg,42,2021-08-13
ne,40,2021-08-13
my,30,2021-08-13
pa,20,2021-08-13
sr,16,2021-08-13
ka,8,2021-08-13
hy,7,2021-08-13
lo,4,2021-08-13
am,3,2021-08-13
ckb,3,2021-08-13
dv,3,2021-08-13
km,3,2021-08-13
sd,3,2021-08-13
