lang,n,date
en,389119,2020-09-15
es,100618,2020-09-15
fr,26064,2020-09-15
pt,23575,2020-09-15
und,19894,2020-09-15
in,17271,2020-09-15
it,9341,2020-09-15
tr,7934,2020-09-15
tl,4955,2020-09-15
ca,4313,2020-09-15
de,4165,2020-09-15
ja,3408,2020-09-15
nl,2610,2020-09-15
hi,2523,2020-09-15
ru,2236,2020-09-15
pl,1255,2020-09-15
el,1038,2020-09-15
cs,857,2020-09-15
ro,856,2020-09-15
et,707,2020-09-15
ar,622,2020-09-15
sv,426,2020-09-15
ta,406,2020-09-15
mr,369,2020-09-15
da,311,2020-09-15
zh,290,2020-09-15
uk,268,2020-09-15
th,266,2020-09-15
ur,252,2020-09-15
fi,243,2020-09-15
lt,212,2020-09-15
lv,209,2020-09-15
sl,194,2020-09-15
gu,191,2020-09-15
ml,187,2020-09-15
kn,181,2020-09-15
cy,167,2020-09-15
te,156,2020-09-15
bn,147,2020-09-15
ht,131,2020-09-15
hu,117,2020-09-15
no,109,2020-09-15
ko,101,2020-09-15
or,96,2020-09-15
vi,95,2020-09-15
iw,93,2020-09-15
eu,84,2020-09-15
ne,81,2020-09-15
fa,76,2020-09-15
bg,75,2020-09-15
is,37,2020-09-15
my,28,2020-09-15
pa,28,2020-09-15
sr,18,2020-09-15
hy,17,2020-09-15
si,10,2020-09-15
ps,7,2020-09-15
am,3,2020-09-15
ka,3,2020-09-15
bo,2,2020-09-15
lo,2,2020-09-15
sd,2,2020-09-15
km,1,2020-09-15
