lang,n,date
en,304235,2020-12-25
es,57907,2020-12-25
pt,25621,2020-12-25
fr,15481,2020-12-25
in,13993,2020-12-25
und,11584,2020-12-25
tr,8278,2020-12-25
it,8056,2020-12-25
de,5611,2020-12-25
ja,4707,2020-12-25
tl,4348,2020-12-25
nl,3636,2020-12-25
ru,1971,2020-12-25
ca,1657,2020-12-25
hi,1347,2020-12-25
et,1259,2020-12-25
el,1184,2020-12-25
pl,1172,2020-12-25
th,1099,2020-12-25
ar,899,2020-12-25
sv,604,2020-12-25
cs,598,2020-12-25
ro,586,2020-12-25
zh,340,2020-12-25
ta,318,2020-12-25
uk,265,2020-12-25
ht,225,2020-12-25
mr,207,2020-12-25
da,204,2020-12-25
lv,187,2020-12-25
fi,182,2020-12-25
ur,177,2020-12-25
fa,141,2020-12-25
sl,122,2020-12-25
ml,120,2020-12-25
ko,117,2020-12-25
lt,108,2020-12-25
hu,105,2020-12-25
kn,101,2020-12-25
bn,86,2020-12-25
no,86,2020-12-25
vi,82,2020-12-25
cy,74,2020-12-25
gu,72,2020-12-25
bg,68,2020-12-25
te,62,2020-12-25
iw,48,2020-12-25
or,47,2020-12-25
is,41,2020-12-25
eu,36,2020-12-25
ne,33,2020-12-25
my,21,2020-12-25
si,20,2020-12-25
sr,16,2020-12-25
pa,10,2020-12-25
ckb,8,2020-12-25
hy,6,2020-12-25
ka,6,2020-12-25
am,3,2020-12-25
km,2,2020-12-25
lo,2,2020-12-25
bo,1,2020-12-25
dv,1,2020-12-25
ps,1,2020-12-25
