lang,n,date
en,521758,2020-07-28
es,147142,2020-07-28
pt,41714,2020-07-28
und,31269,2020-07-28
in,20157,2020-07-28
fr,19216,2020-07-28
it,12537,2020-07-28
tl,6925,2020-07-28
ja,5206,2020-07-28
ca,4915,2020-07-28
de,4573,2020-07-28
hi,3812,2020-07-28
tr,3774,2020-07-28
nl,3533,2020-07-28
ru,2380,2020-07-28
ar,1145,2020-07-28
ro,1125,2020-07-28
pl,1081,2020-07-28
et,981,2020-07-28
ta,721,2020-07-28
el,621,2020-07-28
sv,616,2020-07-28
gu,600,2020-07-28
cs,509,2020-07-28
mr,421,2020-07-28
ml,400,2020-07-28
zh,380,2020-07-28
fa,317,2020-07-28
lt,297,2020-07-28
vi,283,2020-07-28
th,282,2020-07-28
uk,278,2020-07-28
fi,262,2020-07-28
ur,250,2020-07-28
bn,248,2020-07-28
lv,242,2020-07-28
te,231,2020-07-28
kn,228,2020-07-28
da,210,2020-07-28
cy,180,2020-07-28
ht,168,2020-07-28
sl,168,2020-07-28
no,122,2020-07-28
eu,119,2020-07-28
or,107,2020-07-28
hu,89,2020-07-28
ko,85,2020-07-28
iw,74,2020-07-28
bg,72,2020-07-28
pa,60,2020-07-28
ne,59,2020-07-28
is,30,2020-07-28
sr,23,2020-07-28
si,19,2020-07-28
hy,13,2020-07-28
my,8,2020-07-28
am,7,2020-07-28
ckb,6,2020-07-28
km,6,2020-07-28
lo,4,2020-07-28
ps,4,2020-07-28
bo,2,2020-07-28
ka,2,2020-07-28
dv,1,2020-07-28
