lang,n,date
en,404140,2021-04-14
es,102161,2021-04-14
pt,53578,2021-04-14
fr,23445,2021-04-14
und,16550,2021-04-14
it,13779,2021-04-14
de,12725,2021-04-14
in,11522,2021-04-14
hi,10052,2021-04-14
tr,8709,2021-04-14
tl,7928,2021-04-14
nl,5114,2021-04-14
ja,4246,2021-04-14
pl,3567,2021-04-14
ca,2540,2021-04-14
ru,1587,2021-04-14
el,1369,2021-04-14
et,1242,2021-04-14
mr,1119,2021-04-14
sv,1108,2021-04-14
th,1050,2021-04-14
ro,811,2021-04-14
cs,696,2021-04-14
da,650,2021-04-14
ta,590,2021-04-14
gu,536,2021-04-14
ht,516,2021-04-14
ar,481,2021-04-14
lv,416,2021-04-14
fi,379,2021-04-14
bn,328,2021-04-14
zh,313,2021-04-14
kn,303,2021-04-14
uk,289,2021-04-14
ml,288,2021-04-14
no,270,2021-04-14
te,216,2021-04-14
ur,203,2021-04-14
sl,197,2021-04-14
hu,161,2021-04-14
or,157,2021-04-14
cy,129,2021-04-14
lt,109,2021-04-14
vi,106,2021-04-14
ko,103,2021-04-14
eu,99,2021-04-14
fa,75,2021-04-14
is,67,2021-04-14
pa,66,2021-04-14
bg,61,2021-04-14
ne,50,2021-04-14
iw,25,2021-04-14
sr,19,2021-04-14
my,11,2021-04-14
lo,7,2021-04-14
km,6,2021-04-14
si,6,2021-04-14
hy,5,2021-04-14
am,2,2021-04-14
bo,2,2021-04-14
ckb,2,2021-04-14
ka,2,2021-04-14
ps,1,2021-04-14
