lang,n,date
en,881620,2020-04-24
es,257880,2020-04-24
pt,69114,2020-04-24
fr,60877,2020-04-24
und,58240,2020-04-24
it,28759,2020-04-24
in,27962,2020-04-24
ja,18567,2020-04-24
de,12710,2020-04-24
tl,11469,2020-04-24
ca,11261,2020-04-24
hi,10967,2020-04-24
tr,9467,2020-04-24
nl,6420,2020-04-24
ru,5014,2020-04-24
ar,2542,2020-04-24
ro,2071,2020-04-24
pl,2055,2020-04-24
th,1930,2020-04-24
ta,1700,2020-04-24
el,1689,2020-04-24
sv,1467,2020-04-24
et,1287,2020-04-24
ur,1124,2020-04-24
mr,1112,2020-04-24
zh,964,2020-04-24
cs,924,2020-04-24
lt,753,2020-04-24
fi,663,2020-04-24
uk,637,2020-04-24
da,622,2020-04-24
te,593,2020-04-24
vi,552,2020-04-24
ht,544,2020-04-24
ml,543,2020-04-24
bn,516,2020-04-24
kn,508,2020-04-24
gu,487,2020-04-24
lv,470,2020-04-24
fa,376,2020-04-24
cy,333,2020-04-24
no,332,2020-04-24
sl,249,2020-04-24
eu,230,2020-04-24
ko,215,2020-04-24
ne,206,2020-04-24
or,166,2020-04-24
bg,147,2020-04-24
pa,137,2020-04-24
iw,136,2020-04-24
hu,133,2020-04-24
si,109,2020-04-24
sr,61,2020-04-24
is,59,2020-04-24
my,48,2020-04-24
ps,37,2020-04-24
am,22,2020-04-24
ckb,20,2020-04-24
sd,19,2020-04-24
hy,17,2020-04-24
km,15,2020-04-24
ka,11,2020-04-24
lo,9,2020-04-24
bo,5,2020-04-24
dv,3,2020-04-24
