lang,n,date
en,428942,2020-09-03
es,115168,2020-09-03
pt,28193,2020-09-03
fr,23879,2020-09-03
tr,20623,2020-09-03
und,20423,2020-09-03
in,20006,2020-09-03
it,12545,2020-09-03
tl,5824,2020-09-03
ca,5126,2020-09-03
de,4324,2020-09-03
ja,3995,2020-09-03
hi,2826,2020-09-03
nl,2299,2020-09-03
ru,1681,2020-09-03
pl,1495,2020-09-03
ar,949,2020-09-03
el,920,2020-09-03
ro,813,2020-09-03
et,756,2020-09-03
cs,587,2020-09-03
sv,552,2020-09-03
ta,506,2020-09-03
th,502,2020-09-03
zh,407,2020-09-03
mr,345,2020-09-03
uk,306,2020-09-03
lv,265,2020-09-03
da,253,2020-09-03
fi,248,2020-09-03
lt,245,2020-09-03
kn,228,2020-09-03
gu,192,2020-09-03
ml,192,2020-09-03
vi,174,2020-09-03
bn,163,2020-09-03
ko,161,2020-09-03
sl,155,2020-09-03
ht,148,2020-09-03
te,146,2020-09-03
ur,137,2020-09-03
cy,132,2020-09-03
hu,126,2020-09-03
iw,123,2020-09-03
eu,108,2020-09-03
ne,105,2020-09-03
fa,102,2020-09-03
no,98,2020-09-03
or,97,2020-09-03
pa,65,2020-09-03
is,54,2020-09-03
bg,52,2020-09-03
my,32,2020-09-03
sr,13,2020-09-03
si,9,2020-09-03
hy,6,2020-09-03
ps,6,2020-09-03
km,5,2020-09-03
am,3,2020-09-03
ckb,2,2020-09-03
ka,2,2020-09-03
lo,1,2020-09-03
