lang,n,date
en,1218387,2020-03-22
es,402914,2020-03-22
pt,119863,2020-03-22
und,113166,2020-03-22
fr,93793,2020-03-22
in,53380,2020-03-22
it,49833,2020-03-22
de,26614,2020-03-22
tl,25744,2020-03-22
tr,24477,2020-03-22
hi,22107,2020-03-22
ca,18049,2020-03-22
nl,13945,2020-03-22
ja,13131,2020-03-22
ar,6900,2020-03-22
th,5471,2020-03-22
ro,3865,2020-03-22
ru,3613,2020-03-22
pl,3178,2020-03-22
ta,2533,2020-03-22
lt,2481,2020-03-22
ur,2246,2020-03-22
el,2234,2020-03-22
et,1970,2020-03-22
sv,1605,2020-03-22
cs,1582,2020-03-22
da,1569,2020-03-22
fi,1565,2020-03-22
ht,1511,2020-03-22
mr,1352,2020-03-22
zh,1317,2020-03-22
fa,1015,2020-03-22
ml,743,2020-03-22
te,699,2020-03-22
vi,646,2020-03-22
gu,624,2020-03-22
uk,605,2020-03-22
ko,594,2020-03-22
lv,590,2020-03-22
kn,587,2020-03-22
sl,543,2020-03-22
bn,499,2020-03-22
ne,490,2020-03-22
no,467,2020-03-22
cy,388,2020-03-22
eu,295,2020-03-22
iw,264,2020-03-22
or,183,2020-03-22
hu,167,2020-03-22
si,147,2020-03-22
pa,146,2020-03-22
bg,143,2020-03-22
sr,131,2020-03-22
is,107,2020-03-22
ps,86,2020-03-22
am,69,2020-03-22
sd,30,2020-03-22
ckb,29,2020-03-22
my,22,2020-03-22
km,17,2020-03-22
ka,11,2020-03-22
hy,9,2020-03-22
dv,8,2020-03-22
lo,6,2020-03-22
bo,1,2020-03-22
