lang,n,date
en,408814,2021-09-01
es,52272,2021-09-01
pt,20114,2021-09-01
in,19453,2021-09-01
fr,18206,2021-09-01
und,15495,2021-09-01
it,9645,2021-09-01
tr,7793,2021-09-01
tl,7158,2021-09-01
ja,6681,2021-09-01
de,6482,2021-09-01
nl,3320,2021-09-01
pl,1664,2021-09-01
hi,1488,2021-09-01
ca,1422,2021-09-01
ru,1235,2021-09-01
el,977,2021-09-01
sv,949,2021-09-01
cs,899,2021-09-01
th,750,2021-09-01
ar,652,2021-09-01
et,603,2021-09-01
ro,583,2021-09-01
zh,435,2021-09-01
lv,389,2021-09-01
ta,336,2021-09-01
lt,298,2021-09-01
no,296,2021-09-01
vi,295,2021-09-01
fi,272,2021-09-01
uk,224,2021-09-01
sl,220,2021-09-01
da,214,2021-09-01
mr,199,2021-09-01
ht,165,2021-09-01
ml,155,2021-09-01
bn,149,2021-09-01
gu,149,2021-09-01
kn,142,2021-09-01
ur,112,2021-09-01
hu,107,2021-09-01
te,107,2021-09-01
fa,104,2021-09-01
ko,100,2021-09-01
cy,84,2021-09-01
iw,80,2021-09-01
bg,66,2021-09-01
or,62,2021-09-01
si,62,2021-09-01
eu,43,2021-09-01
is,33,2021-09-01
ne,29,2021-09-01
sr,27,2021-09-01
my,25,2021-09-01
pa,20,2021-09-01
am,4,2021-09-01
km,3,2021-09-01
lo,3,2021-09-01
hy,2,2021-09-01
ka,2,2021-09-01
ps,2,2021-09-01
bo,1,2021-09-01
ckb,1,2021-09-01
dv,1,2021-09-01
sd,1,2021-09-01
