lang,n,date
en,388867,2020-09-01
es,113650,2020-09-01
pt,32662,2020-09-01
fr,19946,2020-09-01
und,18848,2020-09-01
in,16045,2020-09-01
it,10506,2020-09-01
tr,7461,2020-09-01
tl,5614,2020-09-01
ca,5153,2020-09-01
de,4390,2020-09-01
ja,3855,2020-09-01
nl,2488,2020-09-01
hi,2430,2020-09-01
ru,1668,2020-09-01
pl,1481,2020-09-01
ro,920,2020-09-01
ar,871,2020-09-01
et,864,2020-09-01
el,716,2020-09-01
sv,613,2020-09-01
ko,520,2020-09-01
cs,490,2020-09-01
ta,463,2020-09-01
zh,405,2020-09-01
uk,367,2020-09-01
fi,313,2020-09-01
lv,244,2020-09-01
th,241,2020-09-01
da,228,2020-09-01
mr,224,2020-09-01
lt,206,2020-09-01
kn,192,2020-09-01
te,174,2020-09-01
ml,171,2020-09-01
vi,158,2020-09-01
bn,156,2020-09-01
ht,155,2020-09-01
gu,133,2020-09-01
sl,127,2020-09-01
no,125,2020-09-01
hu,117,2020-09-01
ne,116,2020-09-01
cy,115,2020-09-01
ur,102,2020-09-01
eu,95,2020-09-01
fa,79,2020-09-01
or,70,2020-09-01
bg,54,2020-09-01
iw,41,2020-09-01
pa,39,2020-09-01
my,33,2020-09-01
is,24,2020-09-01
sr,23,2020-09-01
si,8,2020-09-01
ckb,7,2020-09-01
am,6,2020-09-01
km,4,2020-09-01
hy,3,2020-09-01
lo,3,2020-09-01
ps,2,2020-09-01
dv,1,2020-09-01
ka,1,2020-09-01
