lang,n,date
en,551266,2020-05-26
es,183260,2020-05-26
pt,55700,2020-05-26
und,32089,2020-05-26
fr,31875,2020-05-26
in,24525,2020-05-26
it,15565,2020-05-26
ja,8304,2020-05-26
tl,7675,2020-05-26
hi,7672,2020-05-26
tr,7151,2020-05-26
ca,7005,2020-05-26
de,6992,2020-05-26
ru,3838,2020-05-26
nl,3414,2020-05-26
ar,2241,2020-05-26
ro,1459,2020-05-26
pl,1279,2020-05-26
el,1020,2020-05-26
et,992,2020-05-26
sv,954,2020-05-26
ta,896,2020-05-26
th,835,2020-05-26
mr,641,2020-05-26
ur,551,2020-05-26
cs,531,2020-05-26
lt,473,2020-05-26
zh,461,2020-05-26
uk,420,2020-05-26
ml,397,2020-05-26
da,370,2020-05-26
ht,347,2020-05-26
kn,342,2020-05-26
bn,316,2020-05-26
gu,308,2020-05-26
fi,305,2020-05-26
lv,296,2020-05-26
vi,268,2020-05-26
te,253,2020-05-26
cy,202,2020-05-26
eu,178,2020-05-26
ko,156,2020-05-26
sl,153,2020-05-26
fa,147,2020-05-26
no,146,2020-05-26
ne,132,2020-05-26
hu,103,2020-05-26
or,99,2020-05-26
bg,79,2020-05-26
pa,60,2020-05-26
iw,53,2020-05-26
si,53,2020-05-26
is,44,2020-05-26
hy,42,2020-05-26
sr,30,2020-05-26
my,24,2020-05-26
ps,20,2020-05-26
am,17,2020-05-26
ckb,12,2020-05-26
km,8,2020-05-26
ka,5,2020-05-26
dv,3,2020-05-26
bo,2,2020-05-26
lo,2,2020-05-26
sd,2,2020-05-26
