lang,n,date
en,462721,2021-04-29
es,82093,2021-04-29
pt,40281,2021-04-29
fr,22388,2021-04-29
in,18781,2021-04-29
und,18432,2021-04-29
hi,15584,2021-04-29
it,10602,2021-04-29
tr,9312,2021-04-29
de,9194,2021-04-29
tl,7957,2021-04-29
ja,6272,2021-04-29
nl,3787,2021-04-29
pl,2700,2021-04-29
ca,2061,2021-04-29
et,1755,2021-04-29
ru,1673,2021-04-29
th,1253,2021-04-29
el,1198,2021-04-29
sv,1141,2021-04-29
ta,1100,2021-04-29
mr,1033,2021-04-29
ro,880,2021-04-29
ar,699,2021-04-29
kn,639,2021-04-29
ml,572,2021-04-29
cs,564,2021-04-29
ht,540,2021-04-29
te,520,2021-04-29
gu,464,2021-04-29
ur,463,2021-04-29
bn,437,2021-04-29
da,389,2021-04-29
lv,384,2021-04-29
zh,373,2021-04-29
fi,341,2021-04-29
vi,302,2021-04-29
ne,287,2021-04-29
or,261,2021-04-29
uk,237,2021-04-29
no,201,2021-04-29
sl,184,2021-04-29
pa,150,2021-04-29
hu,142,2021-04-29
cy,133,2021-04-29
lt,109,2021-04-29
ko,89,2021-04-29
fa,86,2021-04-29
bg,65,2021-04-29
si,60,2021-04-29
eu,54,2021-04-29
is,53,2021-04-29
iw,50,2021-04-29
my,18,2021-04-29
lo,13,2021-04-29
km,11,2021-04-29
sr,8,2021-04-29
bo,7,2021-04-29
hy,6,2021-04-29
am,4,2021-04-29
ps,3,2021-04-29
sd,3,2021-04-29
dv,2,2021-04-29
ka,2,2021-04-29
ckb,1,2021-04-29
