lang,n,date
en,381852,2020-07-07
es,114117,2020-07-07
pt,105867,2020-07-07
und,20451,2020-07-07
fr,14110,2020-07-07
it,7509,2020-07-07
in,6594,2020-07-07
ca,5448,2020-07-07
tl,4316,2020-07-07
de,3339,2020-07-07
ja,3023,2020-07-07
tr,2765,2020-07-07
nl,1757,2020-07-07
hi,1606,2020-07-07
ru,1316,2020-07-07
ar,898,2020-07-07
pl,838,2020-07-07
ro,688,2020-07-07
et,612,2020-07-07
ta,534,2020-07-07
sv,519,2020-07-07
el,435,2020-07-07
cs,275,2020-07-07
lt,240,2020-07-07
mr,231,2020-07-07
zh,222,2020-07-07
da,215,2020-07-07
ml,191,2020-07-07
kn,177,2020-07-07
th,162,2020-07-07
fi,158,2020-07-07
te,137,2020-07-07
uk,135,2020-07-07
sl,130,2020-07-07
ur,125,2020-07-07
cy,121,2020-07-07
lv,116,2020-07-07
gu,110,2020-07-07
ht,106,2020-07-07
no,101,2020-07-07
bn,100,2020-07-07
eu,95,2020-07-07
fa,82,2020-07-07
hu,64,2020-07-07
or,61,2020-07-07
ko,58,2020-07-07
iw,57,2020-07-07
vi,55,2020-07-07
bg,46,2020-07-07
is,38,2020-07-07
ne,37,2020-07-07
pa,24,2020-07-07
si,21,2020-07-07
sr,21,2020-07-07
ckb,12,2020-07-07
hy,10,2020-07-07
ps,6,2020-07-07
ka,5,2020-07-07
km,4,2020-07-07
my,4,2020-07-07
lo,3,2020-07-07
am,2,2020-07-07
sd,1,2020-07-07
ug,1,2020-07-07
