lang,n,date
en,93632,2020-02-18
es,23873,2020-02-18
ja,9639,2020-02-18
fr,7471,2020-02-18
und,5487,2020-02-18
it,4335,2020-02-18
pt,3980,2020-02-18
in,2333,2020-02-18
de,2079,2020-02-18
ca,1296,2020-02-18
nl,1157,2020-02-18
tr,867,2020-02-18
zh,789,2020-02-18
ro,785,2020-02-18
tl,746,2020-02-18
th,603,2020-02-18
lt,530,2020-02-18
hi,512,2020-02-18
vi,323,2020-02-18
pl,305,2020-02-18
ru,279,2020-02-18
ur,216,2020-02-18
ar,199,2020-02-18
da,182,2020-02-18
ta,165,2020-02-18
sv,129,2020-02-18
fi,107,2020-02-18
ko,107,2020-02-18
el,104,2020-02-18
et,91,2020-02-18
cs,87,2020-02-18
ht,51,2020-02-18
gu,45,2020-02-18
fa,44,2020-02-18
ml,42,2020-02-18
sl,39,2020-02-18
mr,36,2020-02-18
iw,35,2020-02-18
te,35,2020-02-18
uk,33,2020-02-18
kn,31,2020-02-18
no,30,2020-02-18
ne,24,2020-02-18
bn,23,2020-02-18
cy,21,2020-02-18
lv,18,2020-02-18
or,16,2020-02-18
si,14,2020-02-18
pa,11,2020-02-18
is,10,2020-02-18
km,9,2020-02-18
bg,6,2020-02-18
eu,6,2020-02-18
am,3,2020-02-18
my,2,2020-02-18
ps,2,2020-02-18
ckb,1,2020-02-18
hu,1,2020-02-18
hy,1,2020-02-18
ka,1,2020-02-18
sr,1,2020-02-18
