lang,n,date
en,958322,2020-03-11
es,371770,2020-03-11
it,64914,2020-03-11
fr,61770,2020-03-11
und,60933,2020-03-11
pt,60809,2020-03-11
ca,23920,2020-03-11
de,23605,2020-03-11
tr,17584,2020-03-11
tl,16010,2020-03-11
in,12314,2020-03-11
ja,12266,2020-03-11
nl,11933,2020-03-11
lt,4141,2020-03-11
ro,3580,2020-03-11
pl,2925,2020-03-11
th,2854,2020-03-11
ar,2472,2020-03-11
el,2213,2020-03-11
da,2076,2020-03-11
sv,1964,2020-03-11
hi,1847,2020-03-11
ru,1789,2020-03-11
fi,1330,2020-03-11
cs,1273,2020-03-11
zh,1267,2020-03-11
et,1044,2020-03-11
fa,858,2020-03-11
ta,750,2020-03-11
ht,645,2020-03-11
mr,620,2020-03-11
vi,586,2020-03-11
lv,524,2020-03-11
no,519,2020-03-11
ml,492,2020-03-11
ko,459,2020-03-11
sl,452,2020-03-11
ur,428,2020-03-11
uk,268,2020-03-11
cy,231,2020-03-11
kn,212,2020-03-11
eu,191,2020-03-11
iw,171,2020-03-11
hu,147,2020-03-11
bg,136,2020-03-11
bn,136,2020-03-11
te,128,2020-03-11
sr,114,2020-03-11
is,111,2020-03-11
gu,97,2020-03-11
ne,95,2020-03-11
si,75,2020-03-11
or,66,2020-03-11
ckb,49,2020-03-11
pa,38,2020-03-11
am,25,2020-03-11
ps,21,2020-03-11
km,19,2020-03-11
hy,16,2020-03-11
my,10,2020-03-11
ka,7,2020-03-11
dv,5,2020-03-11
lo,4,2020-03-11
sd,1,2020-03-11
