lang,n,date
en,296396,2020-08-16
es,101237,2020-08-16
pt,24406,2020-08-16
und,16372,2020-08-16
fr,15237,2020-08-16
it,12694,2020-08-16
in,11361,2020-08-16
tr,5825,2020-08-16
tl,5775,2020-08-16
ca,4302,2020-08-16
ja,3883,2020-08-16
de,3314,2020-08-16
nl,2095,2020-08-16
hi,1981,2020-08-16
ru,1373,2020-08-16
pl,947,2020-08-16
et,705,2020-08-16
el,648,2020-08-16
ar,636,2020-08-16
ro,604,2020-08-16
sv,598,2020-08-16
ta,424,2020-08-16
zh,325,2020-08-16
lt,317,2020-08-16
ml,249,2020-08-16
da,237,2020-08-16
cs,234,2020-08-16
vi,224,2020-08-16
th,222,2020-08-16
mr,187,2020-08-16
uk,181,2020-08-16
fi,170,2020-08-16
kn,164,2020-08-16
gu,142,2020-08-16
ko,131,2020-08-16
no,129,2020-08-16
te,126,2020-08-16
ur,117,2020-08-16
bn,108,2020-08-16
ht,108,2020-08-16
sl,105,2020-08-16
lv,97,2020-08-16
ne,93,2020-08-16
hu,81,2020-08-16
cy,77,2020-08-16
or,75,2020-08-16
fa,74,2020-08-16
iw,62,2020-08-16
bg,57,2020-08-16
eu,52,2020-08-16
pa,46,2020-08-16
is,26,2020-08-16
si,17,2020-08-16
sr,13,2020-08-16
am,9,2020-08-16
hy,7,2020-08-16
my,6,2020-08-16
ckb,5,2020-08-16
ps,3,2020-08-16
dv,1,2020-08-16
km,1,2020-08-16
lo,1,2020-08-16
