lang,n,date
en,753741,2020-05-05
es,211123,2020-05-05
pt,64326,2020-05-05
und,48312,2020-05-05
fr,46424,2020-05-05
in,27134,2020-05-05
it,21890,2020-05-05
tl,17772,2020-05-05
ja,13390,2020-05-05
ca,9200,2020-05-05
de,8979,2020-05-05
tr,7910,2020-05-05
hi,7574,2020-05-05
ru,3694,2020-05-05
nl,3678,2020-05-05
ar,2323,2020-05-05
ro,1683,2020-05-05
pl,1609,2020-05-05
ta,1585,2020-05-05
th,1218,2020-05-05
et,1204,2020-05-05
el,1156,2020-05-05
sv,1059,2020-05-05
mr,779,2020-05-05
zh,764,2020-05-05
ur,636,2020-05-05
uk,633,2020-05-05
cs,609,2020-05-05
fi,571,2020-05-05
da,540,2020-05-05
lt,537,2020-05-05
bn,436,2020-05-05
vi,431,2020-05-05
ml,390,2020-05-05
kn,388,2020-05-05
ht,377,2020-05-05
gu,361,2020-05-05
lv,357,2020-05-05
te,308,2020-05-05
sl,293,2020-05-05
cy,249,2020-05-05
no,234,2020-05-05
ko,202,2020-05-05
fa,193,2020-05-05
eu,192,2020-05-05
or,156,2020-05-05
iw,152,2020-05-05
pa,147,2020-05-05
ne,145,2020-05-05
bg,132,2020-05-05
hu,124,2020-05-05
is,66,2020-05-05
si,61,2020-05-05
my,33,2020-05-05
ps,32,2020-05-05
hy,27,2020-05-05
sr,25,2020-05-05
am,21,2020-05-05
ckb,15,2020-05-05
ka,11,2020-05-05
bo,9,2020-05-05
km,9,2020-05-05
lo,3,2020-05-05
dv,2,2020-05-05
sd,2,2020-05-05
ug,1,2020-05-05
