lang,n,date
en,336097,2021-05-15
es,57234,2021-05-15
pt,27604,2021-05-15
in,16157,2021-05-15
fr,13340,2021-05-15
und,12713,2021-05-15
hi,10036,2021-05-15
it,7056,2021-05-15
tr,6055,2021-05-15
ja,5129,2021-05-15
tl,4911,2021-05-15
de,4576,2021-05-15
nl,2777,2021-05-15
et,1454,2021-05-15
pl,1338,2021-05-15
ta,1280,2021-05-15
ca,1240,2021-05-15
ru,993,2021-05-15
el,834,2021-05-15
bn,656,2021-05-15
ro,646,2021-05-15
th,646,2021-05-15
mr,605,2021-05-15
sv,592,2021-05-15
ht,559,2021-05-15
kn,514,2021-05-15
zh,446,2021-05-15
ar,444,2021-05-15
ml,407,2021-05-15
te,393,2021-05-15
cs,388,2021-05-15
gu,308,2021-05-15
da,270,2021-05-15
vi,260,2021-05-15
fi,241,2021-05-15
ur,235,2021-05-15
or,225,2021-05-15
lv,196,2021-05-15
ne,185,2021-05-15
uk,166,2021-05-15
no,137,2021-05-15
sl,132,2021-05-15
hu,108,2021-05-15
pa,102,2021-05-15
ko,88,2021-05-15
cy,83,2021-05-15
lt,71,2021-05-15
fa,55,2021-05-15
si,45,2021-05-15
eu,43,2021-05-15
is,36,2021-05-15
bg,35,2021-05-15
iw,18,2021-05-15
lo,5,2021-05-15
my,4,2021-05-15
sr,4,2021-05-15
bo,3,2021-05-15
km,3,2021-05-15
dv,2,2021-05-15
am,1,2021-05-15
ps,1,2021-05-15
sd,1,2021-05-15
