lang,n,date
en,354899,2021-02-27
pt,67629,2021-02-27
es,56857,2021-02-27
fr,18795,2021-02-27
und,13010,2021-02-27
it,12988,2021-02-27
in,11210,2021-02-27
de,8758,2021-02-27
nl,5008,2021-02-27
tr,3897,2021-02-27
tl,3574,2021-02-27
ja,3267,2021-02-27
ca,2288,2021-02-27
cs,1744,2021-02-27
el,1620,2021-02-27
pl,1464,2021-02-27
hi,1236,2021-02-27
ru,1126,2021-02-27
sv,939,2021-02-27
ro,857,2021-02-27
et,634,2021-02-27
ar,477,2021-02-27
fi,382,2021-02-27
da,314,2021-02-27
ht,268,2021-02-27
th,248,2021-02-27
lv,245,2021-02-27
mr,240,2021-02-27
zh,222,2021-02-27
uk,211,2021-02-27
no,189,2021-02-27
hu,151,2021-02-27
sl,146,2021-02-27
vi,146,2021-02-27
ta,126,2021-02-27
gu,125,2021-02-27
ml,111,2021-02-27
cy,104,2021-02-27
ur,97,2021-02-27
lt,95,2021-02-27
ko,91,2021-02-27
te,73,2021-02-27
fa,63,2021-02-27
kn,59,2021-02-27
or,58,2021-02-27
bg,52,2021-02-27
bn,52,2021-02-27
iw,42,2021-02-27
eu,35,2021-02-27
is,28,2021-02-27
pa,21,2021-02-27
my,13,2021-02-27
si,12,2021-02-27
sr,11,2021-02-27
hy,9,2021-02-27
ne,8,2021-02-27
am,3,2021-02-27
ka,3,2021-02-27
ckb,2,2021-02-27
dv,2,2021-02-27
km,2,2021-02-27
ps,2,2021-02-27
lo,1,2021-02-27
