lang,n,date
en,417304,2020-06-22
es,144284,2020-06-22
pt,51191,2020-06-22
und,20931,2020-06-22
fr,19307,2020-06-22
in,16719,2020-06-22
it,9387,2020-06-22
tl,6933,2020-06-22
ja,5746,2020-06-22
tr,4774,2020-06-22
ca,4345,2020-06-22
de,4328,2020-06-22
hi,3337,2020-06-22
nl,2485,2020-06-22
ru,2458,2020-06-22
ar,1677,2020-06-22
ro,1112,2020-06-22
ta,995,2020-06-22
pl,932,2020-06-22
ur,794,2020-06-22
et,749,2020-06-22
sv,691,2020-06-22
el,682,2020-06-22
th,538,2020-06-22
mr,410,2020-06-22
uk,362,2020-06-22
lt,340,2020-06-22
zh,335,2020-06-22
kn,300,2020-06-22
da,291,2020-06-22
ml,276,2020-06-22
cs,273,2020-06-22
te,259,2020-06-22
bn,246,2020-06-22
ht,211,2020-06-22
gu,195,2020-06-22
fi,180,2020-06-22
cy,159,2020-06-22
fa,150,2020-06-22
no,140,2020-06-22
vi,126,2020-06-22
sl,123,2020-06-22
ko,102,2020-06-22
bg,101,2020-06-22
hu,93,2020-06-22
eu,91,2020-06-22
lv,86,2020-06-22
ne,82,2020-06-22
iw,79,2020-06-22
or,73,2020-06-22
pa,63,2020-06-22
is,27,2020-06-22
ps,26,2020-06-22
sr,21,2020-06-22
hy,15,2020-06-22
si,13,2020-06-22
sd,12,2020-06-22
ckb,11,2020-06-22
my,11,2020-06-22
km,8,2020-06-22
am,6,2020-06-22
ka,6,2020-06-22
lo,2,2020-06-22
bo,1,2020-06-22
