lang,n,date
en,748765,2020-12-30
es,113141,2020-12-30
pt,45308,2020-12-30
fr,30419,2020-12-30
und,26022,2020-12-30
in,18545,2020-12-30
it,14087,2020-12-30
de,13656,2020-12-30
tr,7804,2020-12-30
nl,7251,2020-12-30
ja,6104,2020-12-30
tl,6042,2020-12-30
ca,4913,2020-12-30
pl,3256,2020-12-30
ru,2252,2020-12-30
el,1977,2020-12-30
hi,1794,2020-12-30
sv,1590,2020-12-30
cs,1198,2020-12-30
th,1177,2020-12-30
ro,1144,2020-12-30
et,883,2020-12-30
ar,741,2020-12-30
zh,737,2020-12-30
lv,623,2020-12-30
da,536,2020-12-30
fi,397,2020-12-30
uk,392,2020-12-30
ta,368,2020-12-30
ht,330,2020-12-30
ko,269,2020-12-30
mr,229,2020-12-30
sl,223,2020-12-30
no,216,2020-12-30
ur,192,2020-12-30
lt,183,2020-12-30
kn,165,2020-12-30
ml,165,2020-12-30
cy,156,2020-12-30
bn,152,2020-12-30
hu,150,2020-12-30
fa,127,2020-12-30
vi,120,2020-12-30
te,119,2020-12-30
gu,118,2020-12-30
bg,107,2020-12-30
iw,89,2020-12-30
eu,83,2020-12-30
is,66,2020-12-30
or,56,2020-12-30
si,52,2020-12-30
pa,32,2020-12-30
ne,27,2020-12-30
sr,18,2020-12-30
my,17,2020-12-30
am,10,2020-12-30
hy,7,2020-12-30
ka,7,2020-12-30
ckb,4,2020-12-30
km,3,2020-12-30
ps,3,2020-12-30
lo,2,2020-12-30
bo,1,2020-12-30
sd,1,2020-12-30
