lang,n,date
en,309727,2022-01-22
es,61396,2022-01-22
pt,36168,2022-01-22
fr,24607,2022-01-22
und,12463,2022-01-22
it,11001,2022-01-22
in,6680,2022-01-22
tl,6357,2022-01-22
de,6190,2022-01-22
nl,5189,2022-01-22
tr,4258,2022-01-22
ja,3949,2022-01-22
pl,3210,2022-01-22
hi,1942,2022-01-22
ca,1706,2022-01-22
sv,1461,2022-01-22
ru,987,2022-01-22
et,796,2022-01-22
el,733,2022-01-22
cs,697,2022-01-22
ar,695,2022-01-22
ro,446,2022-01-22
zh,374,2022-01-22
da,322,2022-01-22
th,315,2022-01-22
ml,310,2022-01-22
fi,294,2022-01-22
ta,272,2022-01-22
lv,223,2022-01-22
ht,194,2022-01-22
ur,183,2022-01-22
no,174,2022-01-22
sl,158,2022-01-22
is,151,2022-01-22
mr,140,2022-01-22
uk,136,2022-01-22
kn,134,2022-01-22
bn,128,2022-01-22
gu,128,2022-01-22
te,115,2022-01-22
hu,107,2022-01-22
vi,101,2022-01-22
ko,81,2022-01-22
cy,74,2022-01-22
iw,66,2022-01-22
or,63,2022-01-22
ne,62,2022-01-22
lt,54,2022-01-22
eu,46,2022-01-22
bg,42,2022-01-22
fa,28,2022-01-22
pa,18,2022-01-22
si,15,2022-01-22
sr,4,2022-01-22
my,3,2022-01-22
bo,2,2022-01-22
sd,2,2022-01-22
hy,1,2022-01-22
