lang,n,date
en,462960,2020-12-05
es,60134,2020-12-05
pt,25947,2020-12-05
und,18787,2020-12-05
fr,16782,2020-12-05
in,16033,2020-12-05
it,11737,2020-12-05
tr,10327,2020-12-05
de,7941,2020-12-05
tl,4610,2020-12-05
ja,4122,2020-12-05
nl,2451,2020-12-05
ca,2295,2020-12-05
hi,2107,2020-12-05
ru,1958,2020-12-05
pl,1732,2020-12-05
el,1673,2020-12-05
sv,910,2020-12-05
et,755,2020-12-05
cs,707,2020-12-05
ro,651,2020-12-05
ar,524,2020-12-05
da,415,2020-12-05
lv,312,2020-12-05
ur,299,2020-12-05
sl,275,2020-12-05
th,272,2020-12-05
zh,265,2020-12-05
ht,263,2020-12-05
uk,262,2020-12-05
fi,238,2020-12-05
ta,200,2020-12-05
gu,169,2020-12-05
no,156,2020-12-05
lt,154,2020-12-05
ml,143,2020-12-05
mr,142,2020-12-05
ko,138,2020-12-05
cy,137,2020-12-05
bn,124,2020-12-05
hu,112,2020-12-05
vi,102,2020-12-05
fa,82,2020-12-05
te,82,2020-12-05
bg,75,2020-12-05
kn,63,2020-12-05
is,53,2020-12-05
iw,52,2020-12-05
or,48,2020-12-05
eu,38,2020-12-05
ne,26,2020-12-05
si,23,2020-12-05
sr,22,2020-12-05
my,18,2020-12-05
pa,10,2020-12-05
ps,10,2020-12-05
hy,7,2020-12-05
km,7,2020-12-05
dv,3,2020-12-05
ka,3,2020-12-05
lo,3,2020-12-05
am,2,2020-12-05
ckb,2,2020-12-05
sd,1,2020-12-05
