lang,n,date
en,436988,2020-03-03
es,183847,2020-03-03
fr,49868,2020-03-03
it,34443,2020-03-03
und,28280,2020-03-03
pt,21294,2020-03-03
de,13058,2020-03-03
ja,11779,2020-03-03
in,11371,2020-03-03
ca,6889,2020-03-03
nl,6118,2020-03-03
th,3052,2020-03-03
hi,2685,2020-03-03
tr,2595,2020-03-03
lt,2440,2020-03-03
ro,1613,2020-03-03
tl,1370,2020-03-03
ar,1224,2020-03-03
fa,1036,2020-03-03
ru,966,2020-03-03
zh,961,2020-03-03
pl,906,2020-03-03
sv,794,2020-03-03
cs,726,2020-03-03
da,568,2020-03-03
el,487,2020-03-03
ht,475,2020-03-03
fi,457,2020-03-03
et,385,2020-03-03
ko,339,2020-03-03
vi,311,2020-03-03
ta,306,2020-03-03
lv,260,2020-03-03
ur,255,2020-03-03
te,243,2020-03-03
no,214,2020-03-03
kn,175,2020-03-03
sl,166,2020-03-03
ml,164,2020-03-03
uk,164,2020-03-03
cy,134,2020-03-03
gu,119,2020-03-03
mr,99,2020-03-03
ne,94,2020-03-03
bn,76,2020-03-03
eu,76,2020-03-03
is,58,2020-03-03
or,56,2020-03-03
iw,42,2020-03-03
hu,37,2020-03-03
si,29,2020-03-03
pa,24,2020-03-03
bg,21,2020-03-03
ckb,20,2020-03-03
km,11,2020-03-03
my,8,2020-03-03
sr,8,2020-03-03
am,7,2020-03-03
ka,6,2020-03-03
bo,5,2020-03-03
hy,5,2020-03-03
ps,5,2020-03-03
sd,5,2020-03-03
lo,4,2020-03-03
dv,1,2020-03-03
