lang,n,date
en,189198,2021-11-14
es,25095,2021-11-14
de,15181,2021-11-14
fr,14477,2021-11-14
und,9603,2021-11-14
pt,8572,2021-11-14
it,8396,2021-11-14
nl,6579,2021-11-14
in,5796,2021-11-14
tr,3926,2021-11-14
ja,2635,2021-11-14
pl,2297,2021-11-14
tl,2235,2021-11-14
cs,1425,2021-11-14
ru,1316,2021-11-14
el,1011,2021-11-14
ca,863,2021-11-14
ar,779,2021-11-14
hi,685,2021-11-14
sv,575,2021-11-14
sl,410,2021-11-14
ro,351,2021-11-14
et,346,2021-11-14
fi,344,2021-11-14
da,323,2021-11-14
th,285,2021-11-14
zh,253,2021-11-14
lv,239,2021-11-14
uk,200,2021-11-14
ht,111,2021-11-14
vi,111,2021-11-14
no,107,2021-11-14
ta,107,2021-11-14
ml,70,2021-11-14
gu,60,2021-11-14
mr,60,2021-11-14
bn,58,2021-11-14
hu,58,2021-11-14
cy,55,2021-11-14
ur,53,2021-11-14
ko,52,2021-11-14
bg,45,2021-11-14
lt,43,2021-11-14
iw,38,2021-11-14
is,36,2021-11-14
kn,35,2021-11-14
fa,32,2021-11-14
te,31,2021-11-14
eu,24,2021-11-14
or,22,2021-11-14
sr,16,2021-11-14
pa,14,2021-11-14
si,9,2021-11-14
ne,8,2021-11-14
my,6,2021-11-14
km,4,2021-11-14
hy,3,2021-11-14
ckb,2,2021-11-14
ka,2,2021-11-14
am,1,2021-11-14
ps,1,2021-11-14
