lang,n,date
en,575070,2020-07-15
es,146235,2020-07-15
pt,44068,2020-07-15
und,30979,2020-07-15
in,19273,2020-07-15
fr,17597,2020-07-15
it,8645,2020-07-15
tl,8256,2020-07-15
ja,6133,2020-07-15
ca,5323,2020-07-15
de,4196,2020-07-15
hi,3650,2020-07-15
tr,2741,2020-07-15
nl,2715,2020-07-15
ru,2471,2020-07-15
ro,1159,2020-07-15
ar,1105,2020-07-15
pl,927,2020-07-15
et,814,2020-07-15
ta,768,2020-07-15
th,732,2020-07-15
el,687,2020-07-15
sv,585,2020-07-15
mr,498,2020-07-15
zh,397,2020-07-15
cs,392,2020-07-15
kn,367,2020-07-15
ml,361,2020-07-15
lt,324,2020-07-15
ur,307,2020-07-15
uk,302,2020-07-15
te,287,2020-07-15
bn,254,2020-07-15
lv,245,2020-07-15
sl,245,2020-07-15
fi,213,2020-07-15
gu,207,2020-07-15
da,199,2020-07-15
cy,187,2020-07-15
ht,187,2020-07-15
eu,140,2020-07-15
vi,138,2020-07-15
fa,137,2020-07-15
or,116,2020-07-15
ko,113,2020-07-15
hu,98,2020-07-15
pa,86,2020-07-15
no,84,2020-07-15
iw,82,2020-07-15
bg,78,2020-07-15
ne,39,2020-07-15
sr,38,2020-07-15
is,37,2020-07-15
si,31,2020-07-15
my,24,2020-07-15
ckb,12,2020-07-15
hy,11,2020-07-15
ps,5,2020-07-15
ka,4,2020-07-15
km,4,2020-07-15
lo,3,2020-07-15
sd,2,2020-07-15
bo,1,2020-07-15
dv,1,2020-07-15
