lang,n,date
en,941184,2020-04-14
es,283927,2020-04-14
pt,84941,2020-04-14
und,66229,2020-04-14
fr,65920,2020-04-14
in,42902,2020-04-14
it,32829,2020-04-14
ja,16411,2020-04-14
tr,16139,2020-04-14
de,13440,2020-04-14
ca,12461,2020-04-14
hi,11340,2020-04-14
tl,10682,2020-04-14
nl,7054,2020-04-14
ru,5519,2020-04-14
ar,3380,2020-04-14
ro,2511,2020-04-14
th,2375,2020-04-14
pl,2011,2020-04-14
el,1829,2020-04-14
ta,1701,2020-04-14
uk,1579,2020-04-14
et,1523,2020-04-14
sv,1509,2020-04-14
ur,1212,2020-04-14
zh,1157,2020-04-14
cs,1051,2020-04-14
mr,1018,2020-04-14
lt,995,2020-04-14
da,886,2020-04-14
fi,761,2020-04-14
vi,666,2020-04-14
lv,568,2020-04-14
ht,562,2020-04-14
te,559,2020-04-14
kn,518,2020-04-14
fa,503,2020-04-14
gu,487,2020-04-14
bn,479,2020-04-14
ml,433,2020-04-14
ko,370,2020-04-14
no,367,2020-04-14
sl,343,2020-04-14
cy,295,2020-04-14
eu,273,2020-04-14
ne,264,2020-04-14
or,196,2020-04-14
iw,179,2020-04-14
bg,172,2020-04-14
pa,143,2020-04-14
hu,137,2020-04-14
is,95,2020-04-14
sr,71,2020-04-14
si,63,2020-04-14
ps,58,2020-04-14
my,55,2020-04-14
hy,43,2020-04-14
ckb,25,2020-04-14
am,22,2020-04-14
lo,21,2020-04-14
ka,18,2020-04-14
km,14,2020-04-14
bo,6,2020-04-14
dv,2,2020-04-14
sd,2,2020-04-14
