lang,n,date
en,515339,2021-01-21
es,110133,2021-01-21
pt,48727,2021-01-21
fr,27717,2021-01-21
in,18646,2021-01-21
und,17520,2021-01-21
de,12141,2021-01-21
it,10740,2021-01-21
nl,6658,2021-01-21
ja,5503,2021-01-21
tl,4600,2021-01-21
ca,4593,2021-01-21
tr,3530,2021-01-21
pl,2075,2021-01-21
ru,1984,2021-01-21
sv,1232,2021-01-21
el,1126,2021-01-21
hi,1078,2021-01-21
cs,894,2021-01-21
ro,894,2021-01-21
et,744,2021-01-21
th,677,2021-01-21
ar,486,2021-01-21
lv,481,2021-01-21
zh,350,2021-01-21
da,348,2021-01-21
ht,324,2021-01-21
sl,298,2021-01-21
uk,272,2021-01-21
fi,257,2021-01-21
ta,255,2021-01-21
no,180,2021-01-21
cy,170,2021-01-21
mr,133,2021-01-21
hu,117,2021-01-21
ko,116,2021-01-21
lt,109,2021-01-21
ml,107,2021-01-21
ur,106,2021-01-21
eu,99,2021-01-21
vi,98,2021-01-21
gu,93,2021-01-21
te,72,2021-01-21
bg,70,2021-01-21
bn,68,2021-01-21
kn,67,2021-01-21
fa,57,2021-01-21
iw,55,2021-01-21
is,47,2021-01-21
ne,38,2021-01-21
or,29,2021-01-21
si,26,2021-01-21
my,25,2021-01-21
sr,22,2021-01-21
ps,12,2021-01-21
pa,11,2021-01-21
hy,9,2021-01-21
ka,8,2021-01-21
ckb,7,2021-01-21
km,4,2021-01-21
dv,3,2021-01-21
lo,3,2021-01-21
am,1,2021-01-21
bo,1,2021-01-21
