lang,n,date
en,104231,2020-01-24
es,41541,2020-01-24
fr,16615,2020-01-24
pt,7854,2020-01-24
und,7720,2020-01-24
in,4839,2020-01-24
it,2826,2020-01-24
de,2423,2020-01-24
tr,2422,2020-01-24
tl,2270,2020-01-24
ca,1948,2020-01-24
ja,1753,2020-01-24
nl,1741,2020-01-24
lt,1084,2020-01-24
th,996,2020-01-24
ro,856,2020-01-24
zh,838,2020-01-24
pl,502,2020-01-24
fi,277,2020-01-24
da,245,2020-01-24
ru,244,2020-01-24
ar,230,2020-01-24
hi,227,2020-01-24
sv,210,2020-01-24
et,185,2020-01-24
ht,165,2020-01-24
cs,164,2020-01-24
ta,105,2020-01-24
fa,104,2020-01-24
el,100,2020-01-24
ur,86,2020-01-24
vi,81,2020-01-24
ml,61,2020-01-24
ko,59,2020-01-24
sl,52,2020-01-24
mr,42,2020-01-24
bn,35,2020-01-24
no,35,2020-01-24
cy,34,2020-01-24
eu,34,2020-01-24
lv,30,2020-01-24
kn,27,2020-01-24
te,23,2020-01-24
si,22,2020-01-24
ne,19,2020-01-24
or,19,2020-01-24
gu,17,2020-01-24
my,17,2020-01-24
uk,16,2020-01-24
pa,15,2020-01-24
iw,14,2020-01-24
is,10,2020-01-24
hu,9,2020-01-24
km,8,2020-01-24
bg,7,2020-01-24
am,3,2020-01-24
lo,3,2020-01-24
ps,3,2020-01-24
sr,3,2020-01-24
ckb,2,2020-01-24
ka,2,2020-01-24
