lang,n,date
en,105876,2020-02-05
es,38065,2020-02-05
pt,9633,2020-02-05
fr,8564,2020-02-05
und,6944,2020-02-05
it,6121,2020-02-05
in,3378,2020-02-05
de,3010,2020-02-05
ca,1878,2020-02-05
tr,1792,2020-02-05
ja,1745,2020-02-05
tl,1444,2020-02-05
nl,1258,2020-02-05
lt,1005,2020-02-05
zh,802,2020-02-05
hi,597,2020-02-05
ro,530,2020-02-05
pl,455,2020-02-05
th,367,2020-02-05
ar,245,2020-02-05
ru,228,2020-02-05
da,221,2020-02-05
sv,175,2020-02-05
ta,164,2020-02-05
fi,162,2020-02-05
ko,154,2020-02-05
cs,152,2020-02-05
et,146,2020-02-05
ur,119,2020-02-05
ht,109,2020-02-05
el,98,2020-02-05
ml,94,2020-02-05
fa,78,2020-02-05
gu,64,2020-02-05
cy,61,2020-02-05
te,51,2020-02-05
kn,50,2020-02-05
no,48,2020-02-05
bn,42,2020-02-05
vi,42,2020-02-05
mr,40,2020-02-05
or,34,2020-02-05
sl,32,2020-02-05
ne,28,2020-02-05
iw,24,2020-02-05
lv,19,2020-02-05
is,15,2020-02-05
pa,15,2020-02-05
eu,13,2020-02-05
uk,11,2020-02-05
hu,10,2020-02-05
ps,8,2020-02-05
si,8,2020-02-05
km,7,2020-02-05
am,4,2020-02-05
bg,3,2020-02-05
bo,3,2020-02-05
dv,3,2020-02-05
sr,3,2020-02-05
ckb,2,2020-02-05
lo,2,2020-02-05
my,2,2020-02-05
sd,2,2020-02-05
ka,1,2020-02-05
