lang,n,date
en,854772,2020-04-23
es,242633,2020-04-23
pt,70386,2020-04-23
fr,59709,2020-04-23
und,55903,2020-04-23
in,44755,2020-04-23
it,27762,2020-04-23
ja,16132,2020-04-23
de,12574,2020-04-23
ca,10270,2020-04-23
tl,9196,2020-04-23
hi,8992,2020-04-23
tr,8445,2020-04-23
nl,5872,2020-04-23
ru,5206,2020-04-23
ar,2498,2020-04-23
ro,2301,2020-04-23
pl,2005,2020-04-23
th,1745,2020-04-23
el,1407,2020-04-23
et,1389,2020-04-23
ta,1334,2020-04-23
sv,1293,2020-04-23
ur,1201,2020-04-23
cs,992,2020-04-23
zh,916,2020-04-23
mr,898,2020-04-23
da,803,2020-04-23
lt,713,2020-04-23
fi,684,2020-04-23
uk,612,2020-04-23
te,548,2020-04-23
bn,519,2020-04-23
gu,503,2020-04-23
vi,500,2020-04-23
lv,482,2020-04-23
kn,472,2020-04-23
ht,467,2020-04-23
ml,436,2020-04-23
fa,346,2020-04-23
cy,333,2020-04-23
sl,313,2020-04-23
ko,296,2020-04-23
or,263,2020-04-23
no,255,2020-04-23
eu,231,2020-04-23
pa,197,2020-04-23
ne,173,2020-04-23
iw,168,2020-04-23
bg,156,2020-04-23
hu,126,2020-04-23
si,89,2020-04-23
is,60,2020-04-23
ps,52,2020-04-23
sr,50,2020-04-23
my,35,2020-04-23
am,31,2020-04-23
ckb,29,2020-04-23
hy,26,2020-04-23
lo,23,2020-04-23
sd,15,2020-04-23
ka,12,2020-04-23
km,10,2020-04-23
bo,2,2020-04-23
dv,2,2020-04-23
