lang,n,date
en,348280,2021-12-01
es,50624,2021-12-01
fr,20847,2021-12-01
pt,18469,2021-12-01
und,14180,2021-12-01
de,13987,2021-12-01
it,10480,2021-12-01
in,9047,2021-12-01
nl,6621,2021-12-01
pl,4493,2021-12-01
ja,4280,2021-12-01
tr,3644,2021-12-01
tl,2374,2021-12-01
ca,2315,2021-12-01
ru,1709,2021-12-01
hi,1700,2021-12-01
el,1372,2021-12-01
cs,1321,2021-12-01
sv,856,2021-12-01
et,593,2021-12-01
ar,550,2021-12-01
fi,509,2021-12-01
ro,488,2021-12-01
zh,453,2021-12-01
da,419,2021-12-01
lv,376,2021-12-01
th,374,2021-12-01
no,255,2021-12-01
ta,254,2021-12-01
uk,208,2021-12-01
mr,188,2021-12-01
sl,188,2021-12-01
vi,187,2021-12-01
ur,168,2021-12-01
ht,146,2021-12-01
ml,137,2021-12-01
hu,127,2021-12-01
bn,126,2021-12-01
kn,110,2021-12-01
gu,105,2021-12-01
cy,99,2021-12-01
ko,79,2021-12-01
te,74,2021-12-01
iw,72,2021-12-01
eu,63,2021-12-01
bg,60,2021-12-01
lt,59,2021-12-01
or,51,2021-12-01
is,45,2021-12-01
fa,43,2021-12-01
hy,22,2021-12-01
pa,18,2021-12-01
si,15,2021-12-01
ne,14,2021-12-01
my,13,2021-12-01
sr,13,2021-12-01
am,5,2021-12-01
ka,3,2021-12-01
km,3,2021-12-01
ps,3,2021-12-01
ckb,2,2021-12-01
lo,2,2021-12-01
