lang,n,date
en,626517,2020-10-30
es,88038,2020-10-30
fr,34999,2020-10-30
pt,25048,2020-10-30
it,24794,2020-10-30
und,22593,2020-10-30
de,17344,2020-10-30
in,12897,2020-10-30
nl,8910,2020-10-30
tl,7100,2020-10-30
ca,6030,2020-10-30
tr,5161,2020-10-30
pl,4473,2020-10-30
ja,3677,2020-10-30
ru,3230,2020-10-30
el,2727,2020-10-30
hi,1551,2020-10-30
cs,1355,2020-10-30
ro,1049,2020-10-30
sv,970,2020-10-30
ar,816,2020-10-30
et,740,2020-10-30
lv,600,2020-10-30
uk,372,2020-10-30
da,340,2020-10-30
sl,339,2020-10-30
ht,309,2020-10-30
fi,292,2020-10-30
th,291,2020-10-30
lt,279,2020-10-30
zh,266,2020-10-30
ta,239,2020-10-30
no,193,2020-10-30
mr,181,2020-10-30
cy,166,2020-10-30
hu,149,2020-10-30
ml,129,2020-10-30
bg,120,2020-10-30
is,120,2020-10-30
eu,110,2020-10-30
vi,106,2020-10-30
ko,102,2020-10-30
kn,101,2020-10-30
gu,95,2020-10-30
bn,93,2020-10-30
fa,92,2020-10-30
te,85,2020-10-30
or,66,2020-10-30
ur,66,2020-10-30
ne,63,2020-10-30
si,51,2020-10-30
iw,50,2020-10-30
sr,31,2020-10-30
my,19,2020-10-30
pa,11,2020-10-30
am,9,2020-10-30
hy,7,2020-10-30
ka,3,2020-10-30
km,2,2020-10-30
lo,2,2020-10-30
ckb,1,2020-10-30
ps,1,2020-10-30
