lang,n,date
en,319506,2020-06-13
es,117583,2020-06-13
pt,37516,2020-06-13
und,18722,2020-06-13
fr,16234,2020-06-13
in,15942,2020-06-13
it,9517,2020-06-13
tr,6309,2020-06-13
tl,6078,2020-06-13
hi,5109,2020-06-13
ja,4715,2020-06-13
ca,3703,2020-06-13
de,3470,2020-06-13
ru,2025,2020-06-13
nl,2006,2020-06-13
ar,1749,2020-06-13
ta,958,2020-06-13
ur,909,2020-06-13
ro,719,2020-06-13
et,716,2020-06-13
pl,627,2020-06-13
mr,552,2020-06-13
el,529,2020-06-13
sv,486,2020-06-13
th,422,2020-06-13
ml,409,2020-06-13
lt,374,2020-06-13
bn,359,2020-06-13
uk,346,2020-06-13
zh,309,2020-06-13
te,301,2020-06-13
gu,247,2020-06-13
kn,243,2020-06-13
cs,224,2020-06-13
da,224,2020-06-13
ht,195,2020-06-13
vi,181,2020-06-13
fa,158,2020-06-13
fi,135,2020-06-13
lv,123,2020-06-13
or,117,2020-06-13
ko,100,2020-06-13
ne,93,2020-06-13
pa,82,2020-06-13
cy,80,2020-06-13
no,72,2020-06-13
sl,60,2020-06-13
eu,59,2020-06-13
bg,57,2020-06-13
iw,36,2020-06-13
is,25,2020-06-13
si,24,2020-06-13
hu,19,2020-06-13
sr,17,2020-06-13
hy,15,2020-06-13
ps,14,2020-06-13
am,11,2020-06-13
ka,8,2020-06-13
my,8,2020-06-13
ckb,5,2020-06-13
lo,5,2020-06-13
sd,4,2020-06-13
dv,2,2020-06-13
km,2,2020-06-13
