lang,n,date
en,224032,2021-11-01
es,29909,2021-11-01
pt,11783,2021-11-01
fr,10033,2021-11-01
und,9228,2021-11-01
in,8621,2021-11-01
it,7926,2021-11-01
de,7262,2021-11-01
nl,5586,2021-11-01
tr,3006,2021-11-01
ja,2897,2021-11-01
tl,2472,2021-11-01
ru,2398,2021-11-01
pl,1799,2021-11-01
el,1196,2021-11-01
cs,1102,2021-11-01
hi,858,2021-11-01
ca,624,2021-11-01
sv,597,2021-11-01
ro,559,2021-11-01
uk,518,2021-11-01
lv,509,2021-11-01
th,403,2021-11-01
ar,383,2021-11-01
et,380,2021-11-01
zh,372,2021-11-01
sl,281,2021-11-01
fi,226,2021-11-01
ta,156,2021-11-01
vi,152,2021-11-01
da,137,2021-11-01
no,111,2021-11-01
bn,109,2021-11-01
ht,108,2021-11-01
ml,100,2021-11-01
bg,82,2021-11-01
cy,80,2021-11-01
mr,65,2021-11-01
ur,64,2021-11-01
gu,62,2021-11-01
ko,60,2021-11-01
te,54,2021-11-01
is,46,2021-11-01
fa,44,2021-11-01
hu,43,2021-11-01
lt,40,2021-11-01
or,34,2021-11-01
kn,33,2021-11-01
iw,29,2021-11-01
eu,23,2021-11-01
sr,16,2021-11-01
my,15,2021-11-01
si,12,2021-11-01
ne,10,2021-11-01
pa,9,2021-11-01
hy,6,2021-11-01
ka,5,2021-11-01
am,3,2021-11-01
km,3,2021-11-01
ps,3,2021-11-01
lo,2,2021-11-01
