lang,n,date
en,750316,2020-11-13
es,84593,2020-11-13
pt,35774,2020-11-13
fr,30160,2020-11-13
und,23208,2020-11-13
it,21655,2020-11-13
in,15346,2020-11-13
de,11787,2020-11-13
tr,10949,2020-11-13
tl,6429,2020-11-13
ja,4212,2020-11-13
ca,4060,2020-11-13
nl,3883,2020-11-13
el,3859,2020-11-13
ru,2973,2020-11-13
pl,2863,2020-11-13
hi,1412,2020-11-13
sv,1312,2020-11-13
ro,1071,2020-11-13
cs,1009,2020-11-13
et,923,2020-11-13
ar,837,2020-11-13
da,510,2020-11-13
uk,503,2020-11-13
sl,444,2020-11-13
lv,420,2020-11-13
no,398,2020-11-13
ht,348,2020-11-13
fi,315,2020-11-13
zh,308,2020-11-13
ur,290,2020-11-13
th,289,2020-11-13
ta,241,2020-11-13
lt,192,2020-11-13
hu,163,2020-11-13
cy,158,2020-11-13
ko,152,2020-11-13
ml,136,2020-11-13
bg,131,2020-11-13
mr,125,2020-11-13
eu,112,2020-11-13
fa,110,2020-11-13
vi,98,2020-11-13
is,97,2020-11-13
te,96,2020-11-13
gu,92,2020-11-13
bn,91,2020-11-13
iw,64,2020-11-13
si,54,2020-11-13
kn,53,2020-11-13
ne,51,2020-11-13
or,46,2020-11-13
sr,18,2020-11-13
pa,17,2020-11-13
my,11,2020-11-13
ka,8,2020-11-13
hy,5,2020-11-13
km,5,2020-11-13
am,3,2020-11-13
bo,1,2020-11-13
ckb,1,2020-11-13
lo,1,2020-11-13
