lang,n,date
en,418741,2021-01-10
es,81176,2021-01-10
pt,27421,2021-01-10
fr,20470,2021-01-10
in,16757,2021-01-10
und,13756,2021-01-10
it,10845,2021-01-10
de,10298,2021-01-10
nl,8628,2021-01-10
ja,4954,2021-01-10
tl,4360,2021-01-10
tr,3908,2021-01-10
ca,2399,2021-01-10
pl,2103,2021-01-10
el,1731,2021-01-10
ru,1669,2021-01-10
hi,1279,2021-01-10
cs,1056,2021-01-10
th,832,2021-01-10
sv,815,2021-01-10
et,667,2021-01-10
ar,655,2021-01-10
ro,599,2021-01-10
da,333,2021-01-10
lv,331,2021-01-10
ht,294,2021-01-10
zh,282,2021-01-10
uk,245,2021-01-10
fi,238,2021-01-10
sl,210,2021-01-10
ta,171,2021-01-10
fa,149,2021-01-10
no,143,2021-01-10
hu,112,2021-01-10
ml,108,2021-01-10
lt,101,2021-01-10
ko,100,2021-01-10
cy,92,2021-01-10
ur,91,2021-01-10
bn,89,2021-01-10
gu,85,2021-01-10
mr,82,2021-01-10
iw,81,2021-01-10
kn,63,2021-01-10
te,59,2021-01-10
vi,54,2021-01-10
bg,53,2021-01-10
or,49,2021-01-10
eu,39,2021-01-10
si,33,2021-01-10
ne,31,2021-01-10
is,28,2021-01-10
sr,21,2021-01-10
my,11,2021-01-10
pa,7,2021-01-10
ka,5,2021-01-10
am,4,2021-01-10
ckb,4,2021-01-10
hy,4,2021-01-10
ps,4,2021-01-10
km,2,2021-01-10
lo,2,2021-01-10
dv,1,2021-01-10
