lang,n,date
en,360062,2021-02-07
es,63353,2021-02-07
pt,20159,2021-02-07
fr,19365,2021-02-07
in,15029,2021-02-07
und,13763,2021-02-07
de,12205,2021-02-07
it,8580,2021-02-07
tr,4087,2021-02-07
ja,3777,2021-02-07
nl,3675,2021-02-07
tl,3607,2021-02-07
ca,2483,2021-02-07
el,1515,2021-02-07
pl,1463,2021-02-07
ru,1173,2021-02-07
cs,983,2021-02-07
hi,815,2021-02-07
ar,794,2021-02-07
sv,741,2021-02-07
et,574,2021-02-07
ro,521,2021-02-07
th,338,2021-02-07
lv,302,2021-02-07
da,300,2021-02-07
zh,233,2021-02-07
ht,225,2021-02-07
vi,212,2021-02-07
fi,189,2021-02-07
no,182,2021-02-07
uk,171,2021-02-07
sl,153,2021-02-07
ta,113,2021-02-07
hu,105,2021-02-07
ml,105,2021-02-07
lt,102,2021-02-07
fa,93,2021-02-07
iw,93,2021-02-07
ur,92,2021-02-07
ko,86,2021-02-07
cy,61,2021-02-07
bn,56,2021-02-07
bg,54,2021-02-07
mr,50,2021-02-07
eu,47,2021-02-07
gu,37,2021-02-07
te,37,2021-02-07
my,36,2021-02-07
kn,30,2021-02-07
ne,25,2021-02-07
is,23,2021-02-07
si,17,2021-02-07
sr,15,2021-02-07
or,12,2021-02-07
hy,6,2021-02-07
pa,6,2021-02-07
am,2,2021-02-07
ckb,2,2021-02-07
ps,2,2021-02-07
dv,1,2021-02-07
km,1,2021-02-07
