lang,n,date
en,322375,2021-10-01
es,37187,2021-10-01
pt,19724,2021-10-01
und,11937,2021-10-01
fr,11613,2021-10-01
in,10560,2021-10-01
it,6422,2021-10-01
de,5349,2021-10-01
ja,4507,2021-10-01
tl,4174,2021-10-01
tr,4059,2021-10-01
nl,3350,2021-10-01
ru,1532,2021-10-01
pl,1526,2021-10-01
ca,1170,2021-10-01
hi,1014,2021-10-01
el,986,2021-10-01
ro,556,2021-10-01
sv,551,2021-10-01
zh,476,2021-10-01
et,457,2021-10-01
th,430,2021-10-01
lv,410,2021-10-01
ar,394,2021-10-01
cs,393,2021-10-01
sl,271,2021-10-01
fi,239,2021-10-01
uk,227,2021-10-01
ta,189,2021-10-01
vi,177,2021-10-01
da,161,2021-10-01
ht,139,2021-10-01
ko,110,2021-10-01
mr,103,2021-10-01
hu,100,2021-10-01
no,91,2021-10-01
gu,88,2021-10-01
ml,85,2021-10-01
cy,79,2021-10-01
ur,79,2021-10-01
bn,77,2021-10-01
te,71,2021-10-01
iw,69,2021-10-01
kn,67,2021-10-01
fa,61,2021-10-01
bg,47,2021-10-01
lt,43,2021-10-01
or,39,2021-10-01
eu,36,2021-10-01
is,28,2021-10-01
si,28,2021-10-01
sr,19,2021-10-01
pa,13,2021-10-01
ne,12,2021-10-01
lo,7,2021-10-01
hy,4,2021-10-01
my,3,2021-10-01
ka,2,2021-10-01
km,2,2021-10-01
am,1,2021-10-01
dv,1,2021-10-01
