lang,n,date
en,335790,2021-07-09
es,63044,2021-07-09
in,53377,2021-07-09
pt,28329,2021-07-09
fr,21297,2021-07-09
und,13890,2021-07-09
it,7970,2021-07-09
ja,7187,2021-07-09
nl,6322,2021-07-09
de,6101,2021-07-09
tl,3947,2021-07-09
tr,3398,2021-07-09
ca,2836,2021-07-09
hi,2065,2021-07-09
ru,1933,2021-07-09
th,1755,2021-07-09
pl,1728,2021-07-09
el,1106,2021-07-09
ar,807,2021-07-09
et,674,2021-07-09
ro,568,2021-07-09
cs,550,2021-07-09
zh,445,2021-07-09
sv,426,2021-07-09
ta,413,2021-07-09
lv,378,2021-07-09
vi,320,2021-07-09
fi,310,2021-07-09
ht,281,2021-07-09
bn,238,2021-07-09
mr,223,2021-07-09
da,222,2021-07-09
sl,210,2021-07-09
ko,200,2021-07-09
uk,199,2021-07-09
ml,176,2021-07-09
ur,164,2021-07-09
kn,142,2021-07-09
no,137,2021-07-09
te,134,2021-07-09
gu,126,2021-07-09
cy,109,2021-07-09
or,106,2021-07-09
hu,96,2021-07-09
eu,71,2021-07-09
my,59,2021-07-09
fa,52,2021-07-09
ne,47,2021-07-09
lt,45,2021-07-09
bg,39,2021-07-09
pa,38,2021-07-09
iw,36,2021-07-09
is,34,2021-07-09
si,23,2021-07-09
hy,10,2021-07-09
sr,10,2021-07-09
km,7,2021-07-09
lo,4,2021-07-09
am,2,2021-07-09
ps,2,2021-07-09
bo,1,2021-07-09
ckb,1,2021-07-09
