lang,n,date
en,256443,2021-06-05
es,51747,2021-06-05
pt,32311,2021-06-05
in,17244,2021-06-05
fr,11456,2021-06-05
und,10737,2021-06-05
it,6473,2021-06-05
hi,4147,2021-06-05
ja,4076,2021-06-05
tl,4037,2021-06-05
de,3883,2021-06-05
tr,3607,2021-06-05
nl,2854,2021-06-05
pl,1223,2021-06-05
ca,1099,2021-06-05
ta,1011,2021-06-05
ru,866,2021-06-05
et,847,2021-06-05
ar,740,2021-06-05
zh,612,2021-06-05
th,606,2021-06-05
cs,567,2021-06-05
el,560,2021-06-05
ht,496,2021-06-05
sv,459,2021-06-05
ro,434,2021-06-05
mr,417,2021-06-05
vi,313,2021-06-05
bn,308,2021-06-05
kn,304,2021-06-05
ml,297,2021-06-05
te,242,2021-06-05
da,173,2021-06-05
uk,172,2021-06-05
ko,165,2021-06-05
fi,162,2021-06-05
no,159,2021-06-05
gu,158,2021-06-05
ur,149,2021-06-05
or,134,2021-06-05
lv,132,2021-06-05
sl,96,2021-06-05
hu,91,2021-06-05
fa,82,2021-06-05
ne,70,2021-06-05
lt,66,2021-06-05
cy,64,2021-06-05
pa,51,2021-06-05
eu,39,2021-06-05
si,37,2021-06-05
bg,29,2021-06-05
my,23,2021-06-05
iw,18,2021-06-05
is,17,2021-06-05
ps,10,2021-06-05
sr,9,2021-06-05
km,7,2021-06-05
lo,5,2021-06-05
dv,4,2021-06-05
am,2,2021-06-05
ka,2,2021-06-05
