lang,n,date
en,540368,2021-01-25
es,172365,2021-01-25
pt,38607,2021-01-25
fr,31852,2021-01-25
und,21962,2021-01-25
in,20906,2021-01-25
de,12962,2021-01-25
it,12880,2021-01-25
tr,11572,2021-01-25
nl,6998,2021-01-25
ja,6537,2021-01-25
tl,4763,2021-01-25
ca,4441,2021-01-25
pl,3185,2021-01-25
ru,2004,2021-01-25
el,1325,2021-01-25
hi,1081,2021-01-25
sv,1029,2021-01-25
cs,1026,2021-01-25
ro,1021,2021-01-25
et,864,2021-01-25
th,790,2021-01-25
ar,667,2021-01-25
zh,567,2021-01-25
lv,474,2021-01-25
da,413,2021-01-25
fi,350,2021-01-25
ht,344,2021-01-25
no,332,2021-01-25
uk,279,2021-01-25
sl,249,2021-01-25
ta,230,2021-01-25
ur,168,2021-01-25
cy,145,2021-01-25
ml,129,2021-01-25
hu,127,2021-01-25
lt,125,2021-01-25
eu,120,2021-01-25
iw,103,2021-01-25
ko,103,2021-01-25
mr,99,2021-01-25
fa,94,2021-01-25
bg,93,2021-01-25
bn,93,2021-01-25
vi,91,2021-01-25
gu,78,2021-01-25
kn,63,2021-01-25
te,60,2021-01-25
si,39,2021-01-25
is,30,2021-01-25
or,30,2021-01-25
ne,29,2021-01-25
sr,29,2021-01-25
my,21,2021-01-25
hy,19,2021-01-25
pa,11,2021-01-25
km,10,2021-01-25
ka,6,2021-01-25
lo,5,2021-01-25
ps,5,2021-01-25
am,4,2021-01-25
ckb,4,2021-01-25
dv,3,2021-01-25
bo,1,2021-01-25
