lang,n,date
en,190691,2020-01-31
es,75320,2020-01-31
pt,20396,2020-01-31
it,19010,2020-01-31
und,13273,2020-01-31
fr,12538,2020-01-31
tl,6615,2020-01-31
in,5923,2020-01-31
de,5220,2020-01-31
tr,4628,2020-01-31
ca,4083,2020-01-31
ja,3146,2020-01-31
nl,2038,2020-01-31
lt,2014,2020-01-31
zh,1017,2020-01-31
th,912,2020-01-31
ro,896,2020-01-31
hi,828,2020-01-31
pl,738,2020-01-31
sv,516,2020-01-31
ar,471,2020-01-31
ta,446,2020-01-31
ur,394,2020-01-31
fi,379,2020-01-31
cs,377,2020-01-31
da,358,2020-01-31
fa,316,2020-01-31
et,298,2020-01-31
ru,292,2020-01-31
ko,266,2020-01-31
ht,223,2020-01-31
el,188,2020-01-31
ml,165,2020-01-31
sl,98,2020-01-31
vi,92,2020-01-31
te,82,2020-01-31
no,80,2020-01-31
bn,76,2020-01-31
cy,66,2020-01-31
gu,63,2020-01-31
mr,58,2020-01-31
si,44,2020-01-31
lv,37,2020-01-31
kn,34,2020-01-31
ne,33,2020-01-31
or,32,2020-01-31
eu,31,2020-01-31
hu,29,2020-01-31
is,26,2020-01-31
iw,25,2020-01-31
sd,25,2020-01-31
uk,19,2020-01-31
pa,13,2020-01-31
ps,11,2020-01-31
am,10,2020-01-31
km,8,2020-01-31
ckb,7,2020-01-31
my,7,2020-01-31
bg,6,2020-01-31
sr,6,2020-01-31
hy,5,2020-01-31
dv,4,2020-01-31
lo,1,2020-01-31
