lang,n,date
en,386405,2021-08-31
es,50818,2021-08-31
pt,19120,2021-08-31
in,18852,2021-08-31
fr,18652,2021-08-31
und,14474,2021-08-31
it,10356,2021-08-31
tl,8292,2021-08-31
de,7279,2021-08-31
tr,6404,2021-08-31
ja,5407,2021-08-31
nl,3277,2021-08-31
pl,1903,2021-08-31
ca,1564,2021-08-31
ru,1381,2021-08-31
hi,1203,2021-08-31
el,864,2021-08-31
sv,775,2021-08-31
th,722,2021-08-31
et,572,2021-08-31
ar,547,2021-08-31
ro,521,2021-08-31
cs,494,2021-08-31
zh,489,2021-08-31
lv,430,2021-08-31
ta,282,2021-08-31
vi,266,2021-08-31
fi,234,2021-08-31
sl,224,2021-08-31
uk,206,2021-08-31
da,194,2021-08-31
mr,184,2021-08-31
ht,179,2021-08-31
ml,168,2021-08-31
no,157,2021-08-31
ur,118,2021-08-31
bn,110,2021-08-31
hu,108,2021-08-31
kn,99,2021-08-31
cy,89,2021-08-31
ko,86,2021-08-31
iw,84,2021-08-31
fa,81,2021-08-31
bg,79,2021-08-31
te,76,2021-08-31
or,72,2021-08-31
gu,68,2021-08-31
si,58,2021-08-31
lt,55,2021-08-31
is,54,2021-08-31
eu,41,2021-08-31
ne,24,2021-08-31
sr,21,2021-08-31
my,17,2021-08-31
pa,17,2021-08-31
hy,11,2021-08-31
km,6,2021-08-31
am,4,2021-08-31
lo,4,2021-08-31
ka,3,2021-08-31
ps,3,2021-08-31
ckb,2,2021-08-31
