lang,n,date
en,72915,2020-02-15
es,17610,2020-02-15
fr,5546,2020-02-15
ja,5472,2020-02-15
und,5167,2020-02-15
it,4003,2020-02-15
pt,2908,2020-02-15
in,2664,2020-02-15
de,1896,2020-02-15
ca,1161,2020-02-15
nl,965,2020-02-15
tr,965,2020-02-15
zh,723,2020-02-15
tl,578,2020-02-15
lt,481,2020-02-15
th,428,2020-02-15
hi,375,2020-02-15
ro,363,2020-02-15
ar,345,2020-02-15
pl,263,2020-02-15
vi,210,2020-02-15
ru,208,2020-02-15
da,140,2020-02-15
el,132,2020-02-15
ta,122,2020-02-15
sv,121,2020-02-15
fi,93,2020-02-15
et,87,2020-02-15
ko,78,2020-02-15
cs,74,2020-02-15
ur,59,2020-02-15
ht,46,2020-02-15
sl,38,2020-02-15
gu,34,2020-02-15
ml,33,2020-02-15
te,31,2020-02-15
ne,30,2020-02-15
fa,29,2020-02-15
uk,29,2020-02-15
bn,28,2020-02-15
kn,28,2020-02-15
mr,27,2020-02-15
lv,24,2020-02-15
cy,19,2020-02-15
no,19,2020-02-15
si,17,2020-02-15
or,15,2020-02-15
iw,14,2020-02-15
pa,13,2020-02-15
eu,7,2020-02-15
bg,6,2020-02-15
is,4,2020-02-15
my,4,2020-02-15
ps,4,2020-02-15
km,3,2020-02-15
sd,2,2020-02-15
sr,2,2020-02-15
hu,1,2020-02-15
ka,1,2020-02-15
