lang,n,date
en,313433,2021-06-14
es,61026,2021-06-14
pt,31001,2021-06-14
in,18061,2021-06-14
fr,14890,2021-06-14
und,11879,2021-06-14
it,7652,2021-06-14
de,4952,2021-06-14
tr,4851,2021-06-14
tl,4558,2021-06-14
ja,4263,2021-06-14
nl,2820,2021-06-14
hi,2704,2021-06-14
ca,1671,2021-06-14
ru,1523,2021-06-14
pl,1283,2021-06-14
ar,1040,2021-06-14
el,853,2021-06-14
et,744,2021-06-14
ta,678,2021-06-14
th,622,2021-06-14
sv,589,2021-06-14
cs,558,2021-06-14
ro,449,2021-06-14
zh,427,2021-06-14
ml,338,2021-06-14
mr,324,2021-06-14
lv,304,2021-06-14
ht,270,2021-06-14
da,258,2021-06-14
kn,242,2021-06-14
bn,237,2021-06-14
uk,211,2021-06-14
vi,194,2021-06-14
fi,185,2021-06-14
te,162,2021-06-14
no,151,2021-06-14
or,150,2021-06-14
ko,137,2021-06-14
gu,133,2021-06-14
ur,133,2021-06-14
sl,117,2021-06-14
cy,86,2021-06-14
lt,70,2021-06-14
eu,68,2021-06-14
fa,63,2021-06-14
ne,63,2021-06-14
pa,62,2021-06-14
hu,55,2021-06-14
bg,47,2021-06-14
is,43,2021-06-14
si,31,2021-06-14
iw,25,2021-06-14
my,20,2021-06-14
sr,11,2021-06-14
km,9,2021-06-14
ps,8,2021-06-14
lo,5,2021-06-14
hy,3,2021-06-14
am,2,2021-06-14
ka,2,2021-06-14
ckb,1,2021-06-14
dv,1,2021-06-14
sd,1,2021-06-14
