lang,n,date
en,1056982,2020-04-07
es,310835,2020-04-07
pt,85201,2020-04-07
und,78911,2020-04-07
fr,75781,2020-04-07
in,41046,2020-04-07
it,36645,2020-04-07
ja,23414,2020-04-07
ca,15198,2020-04-07
de,14964,2020-04-07
tr,13936,2020-04-07
tl,12826,2020-04-07
hi,12145,2020-04-07
nl,7957,2020-04-07
ar,5222,2020-04-07
ru,4943,2020-04-07
th,3873,2020-04-07
ro,3043,2020-04-07
el,2491,2020-04-07
pl,2366,2020-04-07
ta,1938,2020-04-07
ur,1514,2020-04-07
sv,1495,2020-04-07
et,1410,2020-04-07
mr,1364,2020-04-07
zh,1317,2020-04-07
cs,1170,2020-04-07
lt,1079,2020-04-07
da,978,2020-04-07
fa,833,2020-04-07
fi,814,2020-04-07
uk,794,2020-04-07
ht,747,2020-04-07
te,732,2020-04-07
vi,719,2020-04-07
lv,589,2020-04-07
ml,573,2020-04-07
gu,561,2020-04-07
kn,560,2020-04-07
bn,503,2020-04-07
ko,431,2020-04-07
sl,395,2020-04-07
no,357,2020-04-07
eu,319,2020-04-07
cy,317,2020-04-07
ne,259,2020-04-07
or,256,2020-04-07
iw,200,2020-04-07
pa,198,2020-04-07
bg,185,2020-04-07
si,139,2020-04-07
hu,121,2020-04-07
is,109,2020-04-07
sr,82,2020-04-07
ps,64,2020-04-07
ckb,52,2020-04-07
my,52,2020-04-07
am,45,2020-04-07
hy,35,2020-04-07
km,23,2020-04-07
lo,23,2020-04-07
ka,21,2020-04-07
sd,10,2020-04-07
bo,7,2020-04-07
dv,6,2020-04-07
