lang,n,date
en,424228,2021-03-31
es,99871,2021-03-31
pt,67118,2021-03-31
fr,39057,2021-03-31
und,18437,2021-03-31
it,15638,2021-03-31
de,13082,2021-03-31
tl,11140,2021-03-31
in,10814,2021-03-31
tr,7447,2021-03-31
nl,4979,2021-03-31
pl,3933,2021-03-31
ja,3923,2021-03-31
ca,3068,2021-03-31
hi,3020,2021-03-31
el,2349,2021-03-31
ru,1946,2021-03-31
sv,1219,2021-03-31
cs,1041,2021-03-31
et,884,2021-03-31
ro,847,2021-03-31
ar,587,2021-03-31
mr,576,2021-03-31
ur,549,2021-03-31
ht,401,2021-03-31
ta,394,2021-03-31
zh,383,2021-03-31
da,361,2021-03-31
fi,355,2021-03-31
lv,339,2021-03-31
uk,321,2021-03-31
sl,307,2021-03-31
gu,293,2021-03-31
th,237,2021-03-31
hu,162,2021-03-31
no,159,2021-03-31
kn,156,2021-03-31
cy,143,2021-03-31
bn,141,2021-03-31
te,135,2021-03-31
ko,123,2021-03-31
ml,117,2021-03-31
lt,101,2021-03-31
vi,90,2021-03-31
bg,80,2021-03-31
eu,79,2021-03-31
or,79,2021-03-31
iw,63,2021-03-31
pa,58,2021-03-31
fa,55,2021-03-31
is,54,2021-03-31
sr,35,2021-03-31
ne,25,2021-03-31
my,20,2021-03-31
hy,12,2021-03-31
si,9,2021-03-31
km,7,2021-03-31
am,6,2021-03-31
ps,6,2021-03-31
bo,4,2021-03-31
ckb,3,2021-03-31
ka,3,2021-03-31
dv,1,2021-03-31
lo,1,2021-03-31
sd,1,2021-03-31
