lang,n,date
en,1209269,2020-04-01
es,348386,2020-04-01
pt,95988,2020-04-01
und,86196,2020-04-01
fr,81520,2020-04-01
in,50799,2020-04-01
it,39500,2020-04-01
tl,26945,2020-04-01
tr,21874,2020-04-01
ja,19273,2020-04-01
de,17573,2020-04-01
ca,17362,2020-04-01
hi,16063,2020-04-01
nl,10185,2020-04-01
ru,5178,2020-04-01
ar,4994,2020-04-01
th,3661,2020-04-01
ro,3583,2020-04-01
pl,2507,2020-04-01
el,2396,2020-04-01
ta,1970,2020-04-01
ur,1776,2020-04-01
et,1750,2020-04-01
sv,1613,2020-04-01
lt,1508,2020-04-01
zh,1325,2020-04-01
cs,1323,2020-04-01
da,1171,2020-04-01
mr,1127,2020-04-01
fi,1043,2020-04-01
ht,840,2020-04-01
uk,824,2020-04-01
vi,801,2020-04-01
te,781,2020-04-01
lv,755,2020-04-01
fa,728,2020-04-01
kn,706,2020-04-01
ml,659,2020-04-01
bn,506,2020-04-01
gu,501,2020-04-01
ko,469,2020-04-01
sl,395,2020-04-01
cy,388,2020-04-01
no,374,2020-04-01
ne,318,2020-04-01
eu,315,2020-04-01
bg,223,2020-04-01
or,216,2020-04-01
iw,215,2020-04-01
pa,208,2020-04-01
hu,161,2020-04-01
si,151,2020-04-01
is,111,2020-04-01
sr,111,2020-04-01
ps,64,2020-04-01
am,46,2020-04-01
my,46,2020-04-01
ckb,42,2020-04-01
hy,32,2020-04-01
ka,23,2020-04-01
km,23,2020-04-01
lo,14,2020-04-01
sd,14,2020-04-01
bo,7,2020-04-01
ug,7,2020-04-01
dv,5,2020-04-01
