lang,n,date
en,284205,2021-10-04
es,38843,2021-10-04
pt,18048,2021-10-04
und,11630,2021-10-04
fr,10994,2021-10-04
in,9116,2021-10-04
de,6443,2021-10-04
it,6343,2021-10-04
ja,3961,2021-10-04
tr,3961,2021-10-04
tl,3893,2021-10-04
nl,2843,2021-10-04
ru,1758,2021-10-04
pl,1431,2021-10-04
ca,1177,2021-10-04
el,1007,2021-10-04
hi,858,2021-10-04
ro,716,2021-10-04
ar,628,2021-10-04
zh,625,2021-10-04
lv,586,2021-10-04
th,434,2021-10-04
cs,427,2021-10-04
et,381,2021-10-04
sv,289,2021-10-04
sl,245,2021-10-04
fi,229,2021-10-04
uk,223,2021-10-04
ht,204,2021-10-04
ta,193,2021-10-04
vi,190,2021-10-04
hu,120,2021-10-04
mr,120,2021-10-04
da,111,2021-10-04
no,110,2021-10-04
gu,93,2021-10-04
ko,81,2021-10-04
ml,80,2021-10-04
bn,74,2021-10-04
cy,72,2021-10-04
ur,66,2021-10-04
lt,63,2021-10-04
te,61,2021-10-04
kn,54,2021-10-04
or,54,2021-10-04
fa,49,2021-10-04
iw,42,2021-10-04
bg,41,2021-10-04
is,40,2021-10-04
eu,32,2021-10-04
sr,25,2021-10-04
si,22,2021-10-04
ne,10,2021-10-04
my,9,2021-10-04
lo,7,2021-10-04
hy,6,2021-10-04
km,5,2021-10-04
pa,5,2021-10-04
am,3,2021-10-04
ka,1,2021-10-04
ps,1,2021-10-04
sd,1,2021-10-04
