lang,n,date
en,445167,2021-05-13
es,65791,2021-05-13
pt,43356,2021-05-13
und,15841,2021-05-13
fr,14650,2021-05-13
in,11242,2021-05-13
hi,10455,2021-05-13
it,8261,2021-05-13
tl,5628,2021-05-13
ja,5442,2021-05-13
de,4754,2021-05-13
tr,4243,2021-05-13
nl,2821,2021-05-13
et,1926,2021-05-13
ca,1808,2021-05-13
pl,1763,2021-05-13
ta,1493,2021-05-13
ru,1437,2021-05-13
el,1245,2021-05-13
th,1085,2021-05-13
mr,1005,2021-05-13
ro,759,2021-05-13
sv,656,2021-05-13
ht,642,2021-05-13
ar,626,2021-05-13
te,622,2021-05-13
cs,571,2021-05-13
kn,567,2021-05-13
bn,529,2021-05-13
ml,408,2021-05-13
gu,402,2021-05-13
zh,387,2021-05-13
lv,377,2021-05-13
da,343,2021-05-13
vi,324,2021-05-13
fi,290,2021-05-13
or,267,2021-05-13
uk,249,2021-05-13
ne,189,2021-05-13
ur,175,2021-05-13
sl,162,2021-05-13
pa,137,2021-05-13
ko,132,2021-05-13
no,127,2021-05-13
hu,117,2021-05-13
cy,108,2021-05-13
lt,86,2021-05-13
si,80,2021-05-13
eu,78,2021-05-13
fa,69,2021-05-13
bg,37,2021-05-13
is,23,2021-05-13
iw,15,2021-05-13
my,13,2021-05-13
sr,12,2021-05-13
lo,11,2021-05-13
km,9,2021-05-13
hy,6,2021-05-13
bo,4,2021-05-13
am,3,2021-05-13
ka,3,2021-05-13
sd,3,2021-05-13
ckb,1,2021-05-13
ps,1,2021-05-13
